"Base","Style","Variant","ShirtIndices","ShortIndices","Mode"
"whitesmith_female_riding","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_female_riding","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"whitesmith_male_riding","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","15","white_fire","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","16","white_peri","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","17","white_lime","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","18","white_violet","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","19","white_rose","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_¿©","20","mint_teal","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","2","white_green","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","3","white_blue","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","4","white_red","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","5","cream_orange","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","6","cream_gold","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","7","white_purple","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","8","white_pink","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","9","white_leaf","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","10","white_navy","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","11","white_wine","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","12","gray_black","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","13","ivory_brown","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
"È­ÀÌÆ®½º¹Ì½º_³²","14","white_cyan","24,25,26,27,32,41,42,56,57,58,59,88,90,120,121,122,123,128","51,52,53,59,60,61,67,68,69,77,78,79","explicit_index_whitelist"
