"Base","Style","Variant","ShirtIndices","ShortIndices","Mode"
"whitesmith_female","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_female_riding","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"whitesmith_male_riding","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_¿©","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"È­ÀÌÆ®½º¹Ì½º_³²","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_female_riding","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"merchant_male_riding","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_¿©","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","2","white_green","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","3","white_blue","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","4","white_red","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","5","cream_orange","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","6","cream_gold","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","7","white_purple","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","8","white_pink","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","9","white_leaf","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","10","white_navy","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","11","white_wine","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","12","gray_black","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","13","ivory_brown","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","14","white_cyan","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","15","white_fire","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","16","white_peri","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","17","white_lime","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","18","white_violet","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","19","white_rose","24..31","40..47","job10_probe_confirmed_shirt_short"
"»óÀÎ_³²","20","mint_teal","24..31","40..47","job10_probe_confirmed_shirt_short"
