"Base","Style","SourceNum","Source","Dest","Mode"
"ÃÊº¸ÀÚ_³²","13","3","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_13.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_³²","14","4","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_14.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_³²","15","5","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_5.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_15.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_³²","16","6","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_6.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_16.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_³²","17","7","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_17.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_³²","18","8","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_8.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_18.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_³²","19","0","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_0.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_19.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_³²","20","1","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_20.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","1","0","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_0.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_1.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","2","1","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_2.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","3","2","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_2.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_3.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","4","3","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_4.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","5","4","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_5.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","6","5","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_5.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_6.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","7","6","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_6.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_7.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","8","7","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_8.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","9","8","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_8.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_9.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","10","0","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_0.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_10.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","11","1","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_11.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","12","2","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_2.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_12.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","13","3","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_13.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","14","4","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_14.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","15","5","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_5.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_15.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","16","6","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_6.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_16.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","17","7","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_17.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","18","8","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_8.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_18.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","19","0","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_0.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_19.pal","kamishi_desktop_safe_cycle_0_8"
"ÃÊº¸ÀÚ_¿©","20","1","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_20.pal","kamishi_desktop_safe_cycle_0_8"
