"Dest","Source","Style","SourceNum","Mode"
"assassin_female","¾î¼¼½Å_¿©","20","3","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","1","0","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","2","1","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","3","2","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","4","3","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","5","0","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","6","1","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","7","2","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","8","3","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","9","0","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","10","1","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","11","2","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","12","3","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","13","0","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","14","1","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","15","2","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","16","3","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","17","0","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","18","1","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","19","2","assassin_cycle_0_3"
"dog_assassin_male","¾î¼¼½Å_³²","20","3","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","1","0","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","2","1","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","3","2","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","4","3","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","5","0","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","6","1","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","7","2","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","8","3","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","9","0","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","10","1","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","11","2","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","12","3","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","13","0","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","14","1","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","15","2","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","16","3","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","17","0","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","18","1","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","19","2","assassin_cycle_0_3"
"dog_assassin_female","¾î¼¼½Å_¿©","20","3","assassin_cycle_0_3"
