"Dest","Source","Kind","Style","SourceNum","Mode"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","5","4","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","6","5","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","7","6","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","8","7","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","9","8","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","10","9","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","11","10","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","12","11","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","13","12","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","14","13","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","15","14","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","16","15","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","17","16","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","18","17","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","19","18","kamishi_desktop_offset0"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","20","19","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","1","0","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","2","1","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","3","2","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","4","3","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","5","4","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","6","5","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","7","6","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","8","7","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","9","8","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","10","9","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","11","10","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","12","11","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","13","12","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","14","13","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","15","14","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","16","15","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","17","16","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","18","17","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","19","18","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","20","19","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","1","0","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","2","1","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","3","2","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","4","3","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","5","4","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","6","5","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","7","6","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","8","7","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","9","8","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","10","9","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","11","10","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","12","11","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","13","12","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","14","13","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","15","14","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","16","15","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","17","16","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","18","17","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","19","18","kamishi_desktop_offset0"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","20","19","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","1","0","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","2","1","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","3","2","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","4","3","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","5","4","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","6","5","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","7","6","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","8","7","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","9","8","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","10","9","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","11","10","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","12","11","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","13","12","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","14","13","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","15","14","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","16","15","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","17","16","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","18","17","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","19","18","kamishi_desktop_offset0"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","20","19","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","1","0","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","2","1","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","3","2","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","4","3","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","5","4","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","6","5","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","7","6","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","8","7","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","9","8","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","10","9","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","11","10","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","12","11","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","13","12","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","14","13","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","15","14","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","16","15","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","17","16","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","18","17","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","19","18","kamishi_desktop_offset0"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","20","19","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","1","0","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","2","1","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","3","2","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","4","3","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","5","4","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","6","5","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","7","6","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","8","7","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","9","8","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","10","9","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","11","10","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","12","11","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","13","12","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","14","13","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","15","14","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","16","15","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","17","16","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","18","17","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","19","18","kamishi_desktop_offset0"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","20","19","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","1","0","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","2","1","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","3","2","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","4","3","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","5","4","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","6","5","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","7","6","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","8","7","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","9","8","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","10","9","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","11","10","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","12","11","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","13","12","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","14","13","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","15","14","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","16","15","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","17","16","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","18","17","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","19","18","kamishi_desktop_offset0"
"»óÀÎ_³²","»óÀÎ_³²","mapped_alias","20","19","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","1","0","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","2","1","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","3","2","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","4","3","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","5","4","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","6","5","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","7","6","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","8","7","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","9","8","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","10","9","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","11","10","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","12","11","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","13","12","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","14","13","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","15","14","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","16","15","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","17","16","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","18","17","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","19","18","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","20","19","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","1","0","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","2","1","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","3","2","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","4","3","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","5","4","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","6","5","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","7","6","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","8","7","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","9","8","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","10","9","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","11","10","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","12","11","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","13","12","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","14","13","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","15","14","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","16","15","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","17","16","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","18","17","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","19","18","kamishi_desktop_offset0"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","20","19","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","1","0","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","2","1","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","3","2","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","4","3","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","5","4","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","6","5","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","7","6","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","8","7","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","9","8","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","10","9","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","11","10","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","12","11","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","13","12","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","14","13","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","15","14","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","16","15","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","17","16","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","18","17","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","19","18","kamishi_desktop_offset0"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","20","19","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","1","0","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","2","1","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","3","2","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","4","3","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","5","4","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","6","5","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","7","6","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","8","7","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","9","8","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","10","9","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","11","10","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","12","11","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","13","12","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","14","13","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","15","14","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","16","15","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","17","16","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","18","17","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","19","18","kamishi_desktop_offset0"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","20","19","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","1","0","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","2","1","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","3","2","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","4","3","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","5","4","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","6","5","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","7","6","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","8","7","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","9","8","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","10","9","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","11","10","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","12","11","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","13","12","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","14","13","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","15","14","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","16","15","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","17","16","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","18","17","kamishi_desktop_offset0"
"µµµÏ_¿©","µµµÏ_¿©","source_base","19","18","kamishi_desktop_offset0"
