"Base","Style","Variant","ChangedEntries","Mask","BaseStyle"
"bard_male","6","gold","47","1_vs_3","1"
"bard_male","7","green","47","1_vs_3","1"
"bard_male","8","teal","47","1_vs_3","1"
"bard_male","9","blue","47","1_vs_3","1"
"bard_male","10","purple","47","1_vs_3","1"
"bard_male","11","pink","47","1_vs_3","1"
"bard_male","12","dark","47","1_vs_3","1"
"bard_male","13","white","47","1_vs_3","1"
"bard_male","14","brown","47","1_vs_3","1"
"bard_male","15","sky","47","1_vs_3","1"
"bard_male","16","rose","47","1_vs_3","1"
"bard_male","17","mint","47","1_vs_3","1"
"bard_male","18","peach","47","1_vs_3","1"
"bard_male","19","navy","47","1_vs_3","1"
"bard_male","20","wine","47","1_vs_3","1"
"champion_female","4","red","50","1_vs_3","1"
"champion_female","5","orange","50","1_vs_3","1"
"champion_female","6","gold","50","1_vs_3","1"
"champion_female","7","green","50","1_vs_3","1"
"champion_female","8","teal","50","1_vs_3","1"
"champion_female","9","blue","50","1_vs_3","1"
"champion_female","10","purple","50","1_vs_3","1"
"champion_female","11","pink","50","1_vs_3","1"
"champion_female","12","dark","50","1_vs_3","1"
"champion_female","13","white","50","1_vs_3","1"
"champion_female","14","brown","50","1_vs_3","1"
"champion_female","15","sky","50","1_vs_3","1"
"champion_female","16","rose","50","1_vs_3","1"
"champion_female","17","mint","50","1_vs_3","1"
"champion_female","18","peach","50","1_vs_3","1"
"champion_female","19","navy","50","1_vs_3","1"
"champion_female","20","wine","50","1_vs_3","1"
"champion_female_riding","4","red","50","1_vs_3","1"
"champion_female_riding","5","orange","50","1_vs_3","1"
"champion_female_riding","6","gold","50","1_vs_3","1"
"champion_female_riding","7","green","50","1_vs_3","1"
"champion_female_riding","8","teal","50","1_vs_3","1"
"champion_female_riding","9","blue","50","1_vs_3","1"
"champion_female_riding","10","purple","50","1_vs_3","1"
"champion_female_riding","11","pink","50","1_vs_3","1"
"champion_female_riding","12","dark","50","1_vs_3","1"
"champion_female_riding","13","white","50","1_vs_3","1"
"champion_female_riding","14","brown","50","1_vs_3","1"
"champion_female_riding","15","sky","50","1_vs_3","1"
"champion_female_riding","16","rose","50","1_vs_3","1"
"champion_female_riding","17","mint","50","1_vs_3","1"
"champion_female_riding","18","peach","50","1_vs_3","1"
"champion_female_riding","19","navy","50","1_vs_3","1"
"champion_female_riding","20","wine","50","1_vs_3","1"
"champion_male","4","red","42","1_vs_3","1"
"champion_male","5","orange","42","1_vs_3","1"
"champion_male","6","gold","42","1_vs_3","1"
"champion_male","7","green","42","1_vs_3","1"
"champion_male","8","teal","42","1_vs_3","1"
"champion_male","9","blue","42","1_vs_3","1"
"champion_male","10","purple","42","1_vs_3","1"
"champion_male","11","pink","42","1_vs_3","1"
"champion_male","12","dark","42","1_vs_3","1"
"champion_male","13","white","42","1_vs_3","1"
"champion_male","14","brown","42","1_vs_3","1"
"champion_male","15","sky","42","1_vs_3","1"
"champion_male","16","rose","42","1_vs_3","1"
"champion_male","17","mint","42","1_vs_3","1"
"champion_male","18","peach","42","1_vs_3","1"
"champion_male","19","navy","42","1_vs_3","1"
"champion_male","20","wine","42","1_vs_3","1"
"champion_male_riding","4","red","42","1_vs_3","1"
"champion_male_riding","5","orange","42","1_vs_3","1"
"champion_male_riding","6","gold","42","1_vs_3","1"
"champion_male_riding","7","green","42","1_vs_3","1"
"champion_male_riding","8","teal","42","1_vs_3","1"
"champion_male_riding","9","blue","42","1_vs_3","1"
"champion_male_riding","10","purple","42","1_vs_3","1"
"champion_male_riding","11","pink","42","1_vs_3","1"
"champion_male_riding","12","dark","42","1_vs_3","1"
"champion_male_riding","13","white","42","1_vs_3","1"
"champion_male_riding","14","brown","42","1_vs_3","1"
"champion_male_riding","15","sky","42","1_vs_3","1"
"champion_male_riding","16","rose","42","1_vs_3","1"
"champion_male_riding","17","mint","42","1_vs_3","1"
"champion_male_riding","18","peach","42","1_vs_3","1"
"champion_male_riding","19","navy","42","1_vs_3","1"
"champion_male_riding","20","wine","42","1_vs_3","1"
"clown_male","4","red","42","1_vs_3","1"
"clown_male","5","orange","42","1_vs_3","1"
"clown_male","6","gold","42","1_vs_3","1"
"clown_male","7","green","42","1_vs_3","1"
"clown_male","8","teal","42","1_vs_3","1"
"clown_male","9","blue","42","1_vs_3","1"
"clown_male","10","purple","42","1_vs_3","1"
"clown_male","11","pink","42","1_vs_3","1"
"clown_male","12","dark","42","1_vs_3","1"
"clown_male","13","white","42","1_vs_3","1"
"clown_male","14","brown","42","1_vs_3","1"
"clown_male","15","sky","42","1_vs_3","1"
"clown_male","16","rose","42","1_vs_3","1"
"clown_male","17","mint","42","1_vs_3","1"
"clown_male","18","peach","42","1_vs_3","1"
"clown_male","19","navy","42","1_vs_3","1"
"clown_male","20","wine","42","1_vs_3","1"
"creator_female","4","red","49","1_vs_3","1"
"creator_female","5","orange","49","1_vs_3","1"
"creator_female","6","gold","49","1_vs_3","1"
"creator_female","7","green","49","1_vs_3","1"
"creator_female","8","teal","49","1_vs_3","1"
"creator_female","9","blue","49","1_vs_3","1"
"creator_female","10","purple","49","1_vs_3","1"
"creator_female","11","pink","49","1_vs_3","1"
"creator_female","12","dark","49","1_vs_3","1"
"creator_female","13","white","49","1_vs_3","1"
"creator_female","14","brown","49","1_vs_3","1"
"creator_female","15","sky","49","1_vs_3","1"
"creator_female","16","rose","49","1_vs_3","1"
"creator_female","17","mint","49","1_vs_3","1"
"creator_female","18","peach","49","1_vs_3","1"
"creator_female","19","navy","49","1_vs_3","1"
"creator_female","20","wine","49","1_vs_3","1"
"creator_female_riding","4","red","49","1_vs_3","1"
"creator_female_riding","5","orange","49","1_vs_3","1"
"creator_female_riding","6","gold","49","1_vs_3","1"
"creator_female_riding","7","green","49","1_vs_3","1"
"creator_female_riding","8","teal","49","1_vs_3","1"
"creator_female_riding","9","blue","49","1_vs_3","1"
"creator_female_riding","10","purple","49","1_vs_3","1"
"creator_female_riding","11","pink","49","1_vs_3","1"
"creator_female_riding","12","dark","49","1_vs_3","1"
"creator_female_riding","13","white","49","1_vs_3","1"
"creator_female_riding","14","brown","49","1_vs_3","1"
"creator_female_riding","15","sky","49","1_vs_3","1"
"creator_female_riding","16","rose","49","1_vs_3","1"
"creator_female_riding","17","mint","49","1_vs_3","1"
"creator_female_riding","18","peach","49","1_vs_3","1"
"creator_female_riding","19","navy","49","1_vs_3","1"
"creator_female_riding","20","wine","49","1_vs_3","1"
"creator_male","4","red","52","1_vs_3","1"
"creator_male","5","orange","52","1_vs_3","1"
"creator_male","6","gold","52","1_vs_3","1"
"creator_male","7","green","52","1_vs_3","1"
"creator_male","8","teal","52","1_vs_3","1"
"creator_male","9","blue","52","1_vs_3","1"
"creator_male","10","purple","52","1_vs_3","1"
"creator_male","11","pink","52","1_vs_3","1"
"creator_male","12","dark","52","1_vs_3","1"
"creator_male","13","white","52","1_vs_3","1"
"creator_male","14","brown","52","1_vs_3","1"
"creator_male","15","sky","52","1_vs_3","1"
"creator_male","16","rose","52","1_vs_3","1"
"creator_male","17","mint","52","1_vs_3","1"
"creator_male","18","peach","52","1_vs_3","1"
"creator_male","19","navy","52","1_vs_3","1"
"creator_male","20","wine","52","1_vs_3","1"
"creator_male_riding","4","red","52","1_vs_3","1"
"creator_male_riding","5","orange","52","1_vs_3","1"
"creator_male_riding","6","gold","52","1_vs_3","1"
"creator_male_riding","7","green","52","1_vs_3","1"
"creator_male_riding","8","teal","52","1_vs_3","1"
"creator_male_riding","9","blue","52","1_vs_3","1"
"creator_male_riding","10","purple","52","1_vs_3","1"
"creator_male_riding","11","pink","52","1_vs_3","1"
"creator_male_riding","12","dark","52","1_vs_3","1"
"creator_male_riding","13","white","52","1_vs_3","1"
"creator_male_riding","14","brown","52","1_vs_3","1"
"creator_male_riding","15","sky","52","1_vs_3","1"
"creator_male_riding","16","rose","52","1_vs_3","1"
"creator_male_riding","17","mint","52","1_vs_3","1"
"creator_male_riding","18","peach","52","1_vs_3","1"
"creator_male_riding","19","navy","52","1_vs_3","1"
"creator_male_riding","20","wine","52","1_vs_3","1"
"crusader_female","4","red","42","1_vs_3","1"
"crusader_female","5","orange","42","1_vs_3","1"
"crusader_female","6","gold","42","1_vs_3","1"
"crusader_female","7","green","42","1_vs_3","1"
"crusader_female","8","teal","42","1_vs_3","1"
"crusader_female","9","blue","42","1_vs_3","1"
"crusader_female","10","purple","42","1_vs_3","1"
"crusader_female","11","pink","42","1_vs_3","1"
"crusader_female","12","dark","42","1_vs_3","1"
"crusader_female","13","white","42","1_vs_3","1"
"crusader_female","14","brown","42","1_vs_3","1"
"crusader_female","15","sky","42","1_vs_3","1"
"crusader_female","16","rose","42","1_vs_3","1"
"crusader_female","17","mint","42","1_vs_3","1"
"crusader_female","18","peach","42","1_vs_3","1"
"crusader_female","19","navy","42","1_vs_3","1"
"crusader_female","20","wine","42","1_vs_3","1"
"crusader_male","4","red","49","1_vs_3","1"
"crusader_male","5","orange","49","1_vs_3","1"
"crusader_male","6","gold","49","1_vs_3","1"
"crusader_male","7","green","49","1_vs_3","1"
"crusader_male","8","teal","49","1_vs_3","1"
"crusader_male","9","blue","49","1_vs_3","1"
"crusader_male","10","purple","49","1_vs_3","1"
"crusader_male","11","pink","49","1_vs_3","1"
"crusader_male","12","dark","49","1_vs_3","1"
"crusader_male","13","white","49","1_vs_3","1"
"crusader_male","14","brown","49","1_vs_3","1"
"crusader_male","15","sky","49","1_vs_3","1"
"crusader_male","16","rose","49","1_vs_3","1"
"crusader_male","17","mint","49","1_vs_3","1"
"crusader_male","18","peach","49","1_vs_3","1"
"crusader_male","19","navy","49","1_vs_3","1"
"crusader_male","20","wine","49","1_vs_3","1"
"dancer_female","4","red","31","1_vs_3","1"
"dancer_female","5","orange","31","1_vs_3","1"
"dancer_female","6","gold","31","1_vs_3","1"
"dancer_female","7","green","31","1_vs_3","1"
"dancer_female","8","teal","31","1_vs_3","1"
"dancer_female","9","blue","31","1_vs_3","1"
"dancer_female","10","purple","31","1_vs_3","1"
"dancer_female","11","pink","31","1_vs_3","1"
"dancer_female","12","dark","31","1_vs_3","1"
"dancer_female","13","white","31","1_vs_3","1"
"dancer_female","14","brown","31","1_vs_3","1"
"dancer_female","15","sky","31","1_vs_3","1"
"dancer_female","16","rose","31","1_vs_3","1"
"dancer_female","17","mint","31","1_vs_3","1"
"dancer_female","18","peach","31","1_vs_3","1"
"dancer_female","19","navy","31","1_vs_3","1"
"dancer_female","20","wine","31","1_vs_3","1"
"dancer_female_riding","4","red","31","1_vs_3","1"
"dancer_female_riding","5","orange","31","1_vs_3","1"
"dancer_female_riding","6","gold","31","1_vs_3","1"
"dancer_female_riding","7","green","31","1_vs_3","1"
"dancer_female_riding","8","teal","31","1_vs_3","1"
"dancer_female_riding","9","blue","31","1_vs_3","1"
"dancer_female_riding","10","purple","31","1_vs_3","1"
"dancer_female_riding","11","pink","31","1_vs_3","1"
"dancer_female_riding","12","dark","31","1_vs_3","1"
"dancer_female_riding","13","white","31","1_vs_3","1"
"dancer_female_riding","14","brown","31","1_vs_3","1"
"dancer_female_riding","15","sky","31","1_vs_3","1"
"dancer_female_riding","16","rose","31","1_vs_3","1"
"dancer_female_riding","17","mint","31","1_vs_3","1"
"dancer_female_riding","18","peach","31","1_vs_3","1"
"dancer_female_riding","19","navy","31","1_vs_3","1"
"dancer_female_riding","20","wine","31","1_vs_3","1"
"dancer_male","4","red","47","1_vs_3","1"
"dancer_male","5","orange","47","1_vs_3","1"
"dancer_male","6","gold","47","1_vs_3","1"
"dancer_male","7","green","47","1_vs_3","1"
"dancer_male","8","teal","47","1_vs_3","1"
"dancer_male","9","blue","47","1_vs_3","1"
"dancer_male","10","purple","47","1_vs_3","1"
"dancer_male","11","pink","47","1_vs_3","1"
"dancer_male","12","dark","47","1_vs_3","1"
"dancer_male","13","white","47","1_vs_3","1"
"dancer_male","14","brown","47","1_vs_3","1"
"dancer_male","15","sky","47","1_vs_3","1"
"dancer_male","16","rose","47","1_vs_3","1"
"dancer_male","17","mint","47","1_vs_3","1"
"dancer_male","18","peach","47","1_vs_3","1"
"dancer_male","19","navy","47","1_vs_3","1"
"dancer_male","20","wine","47","1_vs_3","1"
"dog_rogue_female","4","red","33","1_vs_3","1"
"dog_rogue_female","5","orange","33","1_vs_3","1"
"dog_rogue_female","6","gold","33","1_vs_3","1"
"dog_rogue_female","7","green","33","1_vs_3","1"
"dog_rogue_female","8","teal","33","1_vs_3","1"
"dog_rogue_female","9","blue","33","1_vs_3","1"
"dog_rogue_female","10","purple","33","1_vs_3","1"
"dog_rogue_female","11","pink","33","1_vs_3","1"
"dog_rogue_female","12","dark","33","1_vs_3","1"
"dog_rogue_female","13","white","33","1_vs_3","1"
"dog_rogue_female","14","brown","33","1_vs_3","1"
"dog_rogue_female","15","sky","33","1_vs_3","1"
"dog_rogue_female","16","rose","33","1_vs_3","1"
"dog_rogue_female","17","mint","33","1_vs_3","1"
"dog_rogue_female","18","peach","33","1_vs_3","1"
"dog_rogue_female","19","navy","33","1_vs_3","1"
"dog_rogue_female","20","wine","33","1_vs_3","1"
"dog_rogue_male","4","red","33","1_vs_3","1"
"dog_rogue_male","5","orange","33","1_vs_3","1"
"dog_rogue_male","6","gold","33","1_vs_3","1"
"dog_rogue_male","7","green","33","1_vs_3","1"
"dog_rogue_male","8","teal","33","1_vs_3","1"
"dog_rogue_male","9","blue","33","1_vs_3","1"
"dog_rogue_male","10","purple","33","1_vs_3","1"
"dog_rogue_male","11","pink","33","1_vs_3","1"
"dog_rogue_male","12","dark","33","1_vs_3","1"
"dog_rogue_male","13","white","33","1_vs_3","1"
"dog_rogue_male","14","brown","33","1_vs_3","1"
"dog_rogue_male","15","sky","33","1_vs_3","1"
"dog_rogue_male","16","rose","33","1_vs_3","1"
"dog_rogue_male","17","mint","33","1_vs_3","1"
"dog_rogue_male","18","peach","33","1_vs_3","1"
"dog_rogue_male","19","navy","33","1_vs_3","1"
"dog_rogue_male","20","wine","33","1_vs_3","1"
"dog_stalker_female","4","red","39","1_vs_3","1"
"dog_stalker_female","5","orange","39","1_vs_3","1"
"dog_stalker_female","6","gold","39","1_vs_3","1"
"dog_stalker_female","7","green","39","1_vs_3","1"
"dog_stalker_female","8","teal","39","1_vs_3","1"
"dog_stalker_female","9","blue","39","1_vs_3","1"
"dog_stalker_female","10","purple","39","1_vs_3","1"
"dog_stalker_female","11","pink","39","1_vs_3","1"
"dog_stalker_female","12","dark","39","1_vs_3","1"
"dog_stalker_female","13","white","39","1_vs_3","1"
"dog_stalker_female","14","brown","39","1_vs_3","1"
"dog_stalker_female","15","sky","39","1_vs_3","1"
"dog_stalker_female","16","rose","39","1_vs_3","1"
"dog_stalker_female","17","mint","39","1_vs_3","1"
"dog_stalker_female","18","peach","39","1_vs_3","1"
"dog_stalker_female","19","navy","39","1_vs_3","1"
"dog_stalker_female","20","wine","39","1_vs_3","1"
"dog_stalker_male","4","red","41","1_vs_3","1"
"dog_stalker_male","5","orange","41","1_vs_3","1"
"dog_stalker_male","6","gold","41","1_vs_3","1"
"dog_stalker_male","7","green","41","1_vs_3","1"
"dog_stalker_male","8","teal","41","1_vs_3","1"
"dog_stalker_male","9","blue","41","1_vs_3","1"
"dog_stalker_male","10","purple","41","1_vs_3","1"
"dog_stalker_male","11","pink","41","1_vs_3","1"
"dog_stalker_male","12","dark","41","1_vs_3","1"
"dog_stalker_male","13","white","41","1_vs_3","1"
"dog_stalker_male","14","brown","41","1_vs_3","1"
"dog_stalker_male","15","sky","41","1_vs_3","1"
"dog_stalker_male","16","rose","41","1_vs_3","1"
"dog_stalker_male","17","mint","41","1_vs_3","1"
"dog_stalker_male","18","peach","41","1_vs_3","1"
"dog_stalker_male","19","navy","41","1_vs_3","1"
"dog_stalker_male","20","wine","41","1_vs_3","1"
"dog_thief_female","4","red","25","1_vs_3","1"
"dog_thief_female","5","orange","25","1_vs_3","1"
"dog_thief_female","6","gold","25","1_vs_3","1"
"dog_thief_female","7","green","25","1_vs_3","1"
"dog_thief_female","8","teal","25","1_vs_3","1"
"dog_thief_female","9","blue","25","1_vs_3","1"
"dog_thief_female","10","purple","25","1_vs_3","1"
"dog_thief_female","11","pink","25","1_vs_3","1"
"dog_thief_female","12","dark","25","1_vs_3","1"
"dog_thief_female","13","white","25","1_vs_3","1"
"dog_thief_female","14","brown","25","1_vs_3","1"
"dog_thief_female","15","sky","25","1_vs_3","1"
"dog_thief_female","16","rose","25","1_vs_3","1"
"dog_thief_female","17","mint","25","1_vs_3","1"
"dog_thief_female","18","peach","25","1_vs_3","1"
"dog_thief_female","19","navy","25","1_vs_3","1"
"dog_thief_female","20","wine","25","1_vs_3","1"
"dog_thief_male","4","red","19","1_vs_3","1"
"dog_thief_male","5","orange","19","1_vs_3","1"
"dog_thief_male","6","gold","19","1_vs_3","1"
"dog_thief_male","7","green","19","1_vs_3","1"
"dog_thief_male","8","teal","19","1_vs_3","1"
"dog_thief_male","9","blue","19","1_vs_3","1"
"dog_thief_male","10","purple","19","1_vs_3","1"
"dog_thief_male","11","pink","19","1_vs_3","1"
"dog_thief_male","12","dark","19","1_vs_3","1"
"dog_thief_male","13","white","19","1_vs_3","1"
"dog_thief_male","14","brown","19","1_vs_3","1"
"dog_thief_male","15","sky","19","1_vs_3","1"
"dog_thief_male","16","rose","19","1_vs_3","1"
"dog_thief_male","17","mint","19","1_vs_3","1"
"dog_thief_male","18","peach","19","1_vs_3","1"
"dog_thief_male","19","navy","19","1_vs_3","1"
"dog_thief_male","20","wine","19","1_vs_3","1"
"high_priest_female","4","red","26","1_vs_3","1"
"high_priest_female","5","orange","26","1_vs_3","1"
"high_priest_female","6","gold","26","1_vs_3","1"
"high_priest_female","7","green","26","1_vs_3","1"
"high_priest_female","8","teal","26","1_vs_3","1"
"high_priest_female","9","blue","26","1_vs_3","1"
"high_priest_female","10","purple","26","1_vs_3","1"
"high_priest_female","11","pink","26","1_vs_3","1"
"high_priest_female","12","dark","26","1_vs_3","1"
"high_priest_female","13","white","26","1_vs_3","1"
"high_priest_female","14","brown","26","1_vs_3","1"
"high_priest_female","15","sky","26","1_vs_3","1"
"high_priest_female","16","rose","26","1_vs_3","1"
"high_priest_female","17","mint","26","1_vs_3","1"
"high_priest_female","18","peach","26","1_vs_3","1"
"high_priest_female","19","navy","26","1_vs_3","1"
"high_priest_female","20","wine","26","1_vs_3","1"
"high_priest_female_riding","4","red","26","1_vs_3","1"
"high_priest_female_riding","5","orange","26","1_vs_3","1"
"high_priest_female_riding","6","gold","26","1_vs_3","1"
"high_priest_female_riding","7","green","26","1_vs_3","1"
"high_priest_female_riding","8","teal","26","1_vs_3","1"
"high_priest_female_riding","9","blue","26","1_vs_3","1"
"high_priest_female_riding","10","purple","26","1_vs_3","1"
"high_priest_female_riding","11","pink","26","1_vs_3","1"
"high_priest_female_riding","12","dark","26","1_vs_3","1"
"high_priest_female_riding","13","white","26","1_vs_3","1"
"high_priest_female_riding","14","brown","26","1_vs_3","1"
"high_priest_female_riding","15","sky","26","1_vs_3","1"
"high_priest_female_riding","16","rose","26","1_vs_3","1"
"high_priest_female_riding","17","mint","26","1_vs_3","1"
"high_priest_female_riding","18","peach","26","1_vs_3","1"
"high_priest_female_riding","19","navy","26","1_vs_3","1"
"high_priest_female_riding","20","wine","26","1_vs_3","1"
"high_priest_male","4","red","24","1_vs_3","1"
"high_priest_male","5","orange","24","1_vs_3","1"
"high_priest_male","6","gold","24","1_vs_3","1"
"high_priest_male","7","green","24","1_vs_3","1"
"high_priest_male","8","teal","24","1_vs_3","1"
"high_priest_male","9","blue","24","1_vs_3","1"
"high_priest_male","10","purple","24","1_vs_3","1"
"high_priest_male","11","pink","24","1_vs_3","1"
"high_priest_male","12","dark","24","1_vs_3","1"
"high_priest_male","13","white","24","1_vs_3","1"
"high_priest_male","14","brown","24","1_vs_3","1"
"high_priest_male","15","sky","24","1_vs_3","1"
"high_priest_male","16","rose","24","1_vs_3","1"
"high_priest_male","17","mint","24","1_vs_3","1"
"high_priest_male","18","peach","24","1_vs_3","1"
"high_priest_male","19","navy","24","1_vs_3","1"
"high_priest_male","20","wine","24","1_vs_3","1"
"high_priest_male_riding","4","red","24","1_vs_3","1"
"high_priest_male_riding","5","orange","24","1_vs_3","1"
"high_priest_male_riding","6","gold","24","1_vs_3","1"
"high_priest_male_riding","7","green","24","1_vs_3","1"
"high_priest_male_riding","8","teal","24","1_vs_3","1"
"high_priest_male_riding","9","blue","24","1_vs_3","1"
"high_priest_male_riding","10","purple","24","1_vs_3","1"
"high_priest_male_riding","11","pink","24","1_vs_3","1"
"high_priest_male_riding","12","dark","24","1_vs_3","1"
"high_priest_male_riding","13","white","24","1_vs_3","1"
"high_priest_male_riding","14","brown","24","1_vs_3","1"
"high_priest_male_riding","15","sky","24","1_vs_3","1"
"high_priest_male_riding","16","rose","24","1_vs_3","1"
"high_priest_male_riding","17","mint","24","1_vs_3","1"
"high_priest_male_riding","18","peach","24","1_vs_3","1"
"high_priest_male_riding","19","navy","24","1_vs_3","1"
"high_priest_male_riding","20","wine","24","1_vs_3","1"
"high_wizard_female","4","red","34","1_vs_3","1"
"high_wizard_female","5","orange","34","1_vs_3","1"
"high_wizard_female","6","gold","34","1_vs_3","1"
"high_wizard_female","7","green","34","1_vs_3","1"
"high_wizard_female","8","teal","34","1_vs_3","1"
"high_wizard_female","9","blue","34","1_vs_3","1"
"high_wizard_female","10","purple","34","1_vs_3","1"
"high_wizard_female","11","pink","34","1_vs_3","1"
"high_wizard_female","12","dark","34","1_vs_3","1"
"high_wizard_female","13","white","34","1_vs_3","1"
"high_wizard_female","14","brown","34","1_vs_3","1"
"high_wizard_female","15","sky","34","1_vs_3","1"
"high_wizard_female","16","rose","34","1_vs_3","1"
"high_wizard_female","17","mint","34","1_vs_3","1"
"high_wizard_female","18","peach","34","1_vs_3","1"
"high_wizard_female","19","navy","34","1_vs_3","1"
"high_wizard_female","20","wine","34","1_vs_3","1"
"high_wizard_male","4","red","46","1_vs_3","1"
"high_wizard_male","5","orange","46","1_vs_3","1"
"high_wizard_male","6","gold","46","1_vs_3","1"
"high_wizard_male","7","green","46","1_vs_3","1"
"high_wizard_male","8","teal","46","1_vs_3","1"
"high_wizard_male","9","blue","46","1_vs_3","1"
"high_wizard_male","10","purple","46","1_vs_3","1"
"high_wizard_male","11","pink","46","1_vs_3","1"
"high_wizard_male","12","dark","46","1_vs_3","1"
"high_wizard_male","13","white","46","1_vs_3","1"
"high_wizard_male","14","brown","46","1_vs_3","1"
"high_wizard_male","15","sky","46","1_vs_3","1"
