Base,MainIndices,Colors
cardinal_legacy_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cardinal_legacy_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cardinal_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cardinal_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cardinal_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cardinal_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cardinal_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cardinal_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cart_summoner_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cart_summoner_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cartsummoner_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
cartsummoner_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
champion_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
champion_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
champion_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
champion_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
clown_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
creator_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
creator_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
creator_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
creator_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
crusader_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
crusader_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dancer_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dancer_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dancer_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_guillotine_cross_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_guillotine_cross_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_rogue_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_rogue_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_shadow_chaser_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_shadow_chaser_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_stalker_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_stalker_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_thief_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dog_thief_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_chicken_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_chicken_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
dragon_knight_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemental_master_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemental_master_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemetal_master_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemetal_master_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemetal_master_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemetal_master_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemetal_master_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemetal_master_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemetal_master_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
elemetal_master_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
frog_kagerou_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
frog_kagerou_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
frog_ninja_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
frog_ninja_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
frog_oboro_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
frog_oboro_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
frog_soul_linker_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
frog_soul_linker_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
genetic_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
genetic_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
genetic_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
genetic_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
guillotine_cross_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
guillotine_cross_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
gunslinger_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
gunslinger_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
high_priest_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
high_priest_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
high_priest_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
high_priest_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
high_wizard_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
high_wizard_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hunter_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hunter_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hyper_novice_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hyper_novice_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hyper_novice_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hyper_novice_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hyper_novice_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hyper_novice_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hyper_novice_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
hyper_novice_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_chicken_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_chicken_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
imperial_guard_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
inquisitor_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
inquisitor_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
inquisitor_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
inquisitor_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
inquisitor_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
inquisitor_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
inquisitor_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
inquisitor_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
kagerou_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
kagerou_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
knight_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
knight_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_crusader_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_crusader_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_knight_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_knight_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_lord_knight_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_lord_knight_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_paladin_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_paladin_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_royal_guard_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_royal_guard_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_rune_knight_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lion_rune_knight_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lord_knight_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
lord_knight_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
magician_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
magician_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
mechanic_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
mechanic_female_madogear,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
mechanic_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
mechanic_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
mechanic_male_madogear,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
mechanic_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_female_madogear1,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_female_madogear2,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_madogear1_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_madogear1_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_madogear2_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_madogear2_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_male_madogear1,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_male_madogear2,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
meister_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
merchant_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
merchant_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
merchant_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
merchant_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
minstrel_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
monk_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
monk_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
monk_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
monk_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
new_peco_crusader_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
new_peco_crusader_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
night_watch_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
night_watch_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
night_watch_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
night_watch_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
night_watch_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
night_watch_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
night_watch_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
night_watch_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ninja_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ninja_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
oboro_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
oboro_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_archer_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_archer_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_bard_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_bard_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_clown_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_dancer_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_dancer_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_hunter_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_hunter_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_minstrel_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_sniper_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_sniper_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
ostrich_wanderer_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
paladin_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
paladin_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
peco_gunslinger_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
peco_gunslinger_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
peco_paladin_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
peco_paladin_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
peco_swordman_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
peco_swordman_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
priest_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
priest_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
priest_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
priest_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
professor_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
professor_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rebellion_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rebellion_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rebellion_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rebellion_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rogue_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rogue_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
royal_guard_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
royal_guard_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rune_knight_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rune_knight_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rune_knight_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
rune_knight_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sage_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sage_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_chaser_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_chaser_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_cross_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_cross_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_cross_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_cross_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_cross_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_cross_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_cross_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shadow_cross_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shinkiro_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shinkiro_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shinkiro_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shinkiro_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shiranui_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shiranui_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shiranui_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
shiranui_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor2_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor2_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor_female_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor_male_riding,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor_riding_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor_riding_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor_³²,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sky_emperor_¿©,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sniper_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sniper_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sorcerer_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
sorcerer_male,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
soul_ascetic_female,"176,177,178,179,180,181,182,183","2 red, 3 green, 4 blue, 5 gold"
