"Base","Style","CopiedFrom","Mode"
"alchemist_male","17","5","safe_cycle_4_5"
"alchemist_male","18","4","safe_cycle_4_5"
"alchemist_male","19","5","safe_cycle_4_5"
"alchemist_male","20","4","safe_cycle_4_5"
"alchemist_male_riding","2","4","safe_cycle_4_5"
"alchemist_male_riding","6","4","safe_cycle_4_5"
"alchemist_male_riding","7","5","safe_cycle_4_5"
"alchemist_male_riding","8","4","safe_cycle_4_5"
"alchemist_male_riding","9","5","safe_cycle_4_5"
"alchemist_male_riding","10","4","safe_cycle_4_5"
"alchemist_male_riding","11","5","safe_cycle_4_5"
"alchemist_male_riding","12","4","safe_cycle_4_5"
"alchemist_male_riding","13","5","safe_cycle_4_5"
"alchemist_male_riding","14","4","safe_cycle_4_5"
"alchemist_male_riding","15","5","safe_cycle_4_5"
"alchemist_male_riding","16","4","safe_cycle_4_5"
"alchemist_male_riding","17","5","safe_cycle_4_5"
"alchemist_male_riding","18","4","safe_cycle_4_5"
"alchemist_male_riding","19","5","safe_cycle_4_5"
"alchemist_male_riding","20","4","safe_cycle_4_5"
"archer_female","2","4","safe_cycle_4_5"
"archer_female","6","4","safe_cycle_4_5"
"archer_female","7","5","safe_cycle_4_5"
"archer_female","8","4","safe_cycle_4_5"
"archer_female","9","5","safe_cycle_4_5"
"archer_female","10","4","safe_cycle_4_5"
"archer_female","11","5","safe_cycle_4_5"
"archer_female","12","4","safe_cycle_4_5"
"archer_female","13","5","safe_cycle_4_5"
"archer_female","14","4","safe_cycle_4_5"
"archer_female","15","5","safe_cycle_4_5"
"archer_female","16","4","safe_cycle_4_5"
"archer_female","17","5","safe_cycle_4_5"
"archer_female","18","4","safe_cycle_4_5"
"archer_female","19","5","safe_cycle_4_5"
"archer_female","20","4","safe_cycle_4_5"
"archer_male","2","4","safe_cycle_4_5"
"archer_male","6","4","safe_cycle_4_5"
"archer_male","7","5","safe_cycle_4_5"
"archer_male","8","4","safe_cycle_4_5"
"archer_male","9","5","safe_cycle_4_5"
"archer_male","10","4","safe_cycle_4_5"
"archer_male","11","5","safe_cycle_4_5"
"archer_male","12","4","safe_cycle_4_5"
"archer_male","13","5","safe_cycle_4_5"
"archer_male","14","4","safe_cycle_4_5"
"archer_male","15","5","safe_cycle_4_5"
"archer_male","16","4","safe_cycle_4_5"
"archer_male","17","5","safe_cycle_4_5"
"archer_male","18","4","safe_cycle_4_5"
"archer_male","19","5","safe_cycle_4_5"
"archer_male","20","4","safe_cycle_4_5"
"bard_female","2","4","safe_cycle_4_5"
"bard_female","6","4","safe_cycle_4_5"
"bard_female","7","5","safe_cycle_4_5"
"bard_female","8","4","safe_cycle_4_5"
"bard_female","9","5","safe_cycle_4_5"
"bard_female","10","4","safe_cycle_4_5"
"bard_female","11","5","safe_cycle_4_5"
"bard_female","12","4","safe_cycle_4_5"
"bard_female","13","5","safe_cycle_4_5"
"bard_female","14","4","safe_cycle_4_5"
"bard_female","15","5","safe_cycle_4_5"
"bard_female","16","4","safe_cycle_4_5"
"bard_female","17","5","safe_cycle_4_5"
"bard_female","18","4","safe_cycle_4_5"
"bard_female","19","5","safe_cycle_4_5"
"bard_female","20","4","safe_cycle_4_5"
"bard_male","2","4","safe_cycle_4_5"
"bard_male","6","4","safe_cycle_4_5"
"bard_male","7","5","safe_cycle_4_5"
"bard_male","8","4","safe_cycle_4_5"
"bard_male","9","5","safe_cycle_4_5"
"bard_male","10","4","safe_cycle_4_5"
"bard_male","11","5","safe_cycle_4_5"
"bard_male","12","4","safe_cycle_4_5"
"bard_male","13","5","safe_cycle_4_5"
"bard_male","14","4","safe_cycle_4_5"
"bard_male","15","5","safe_cycle_4_5"
"bard_male","16","4","safe_cycle_4_5"
"bard_male","17","5","safe_cycle_4_5"
"bard_male","18","4","safe_cycle_4_5"
"bard_male","19","5","safe_cycle_4_5"
"bard_male","20","4","safe_cycle_4_5"
"champion_female","2","4","safe_cycle_4_5"
"champion_female","6","4","safe_cycle_4_5"
"champion_female","7","5","safe_cycle_4_5"
"champion_female","8","4","safe_cycle_4_5"
"champion_female","9","5","safe_cycle_4_5"
"champion_female","10","4","safe_cycle_4_5"
"champion_female","11","5","safe_cycle_4_5"
"champion_female","12","4","safe_cycle_4_5"
"champion_female","13","5","safe_cycle_4_5"
"champion_female","14","4","safe_cycle_4_5"
"champion_female","15","5","safe_cycle_4_5"
"champion_female","16","4","safe_cycle_4_5"
"champion_female","17","5","safe_cycle_4_5"
"champion_female","18","4","safe_cycle_4_5"
"champion_female","19","5","safe_cycle_4_5"
"champion_female","20","4","safe_cycle_4_5"
"champion_female_riding","2","4","safe_cycle_4_5"
"champion_female_riding","6","4","safe_cycle_4_5"
"champion_female_riding","7","5","safe_cycle_4_5"
"champion_female_riding","8","4","safe_cycle_4_5"
"champion_female_riding","9","5","safe_cycle_4_5"
"champion_female_riding","10","4","safe_cycle_4_5"
"champion_female_riding","11","5","safe_cycle_4_5"
"champion_female_riding","12","4","safe_cycle_4_5"
"champion_female_riding","13","5","safe_cycle_4_5"
"champion_female_riding","14","4","safe_cycle_4_5"
"champion_female_riding","15","5","safe_cycle_4_5"
"champion_female_riding","16","4","safe_cycle_4_5"
"champion_female_riding","17","5","safe_cycle_4_5"
"champion_female_riding","18","4","safe_cycle_4_5"
"champion_female_riding","19","5","safe_cycle_4_5"
"champion_female_riding","20","4","safe_cycle_4_5"
"champion_male","2","4","safe_cycle_4_5"
"champion_male","6","4","safe_cycle_4_5"
"champion_male","7","5","safe_cycle_4_5"
"champion_male","8","4","safe_cycle_4_5"
"champion_male","9","5","safe_cycle_4_5"
"champion_male","10","4","safe_cycle_4_5"
"champion_male","11","5","safe_cycle_4_5"
"champion_male","12","4","safe_cycle_4_5"
"champion_male","13","5","safe_cycle_4_5"
"champion_male","14","4","safe_cycle_4_5"
"champion_male","15","5","safe_cycle_4_5"
"champion_male","16","4","safe_cycle_4_5"
"champion_male","17","5","safe_cycle_4_5"
"champion_male","18","4","safe_cycle_4_5"
"champion_male","19","5","safe_cycle_4_5"
"champion_male","20","4","safe_cycle_4_5"
"champion_male_riding","2","4","safe_cycle_4_5"
"champion_male_riding","6","4","safe_cycle_4_5"
"champion_male_riding","7","5","safe_cycle_4_5"
"champion_male_riding","8","4","safe_cycle_4_5"
"champion_male_riding","9","5","safe_cycle_4_5"
"champion_male_riding","10","4","safe_cycle_4_5"
"champion_male_riding","11","5","safe_cycle_4_5"
"champion_male_riding","12","4","safe_cycle_4_5"
"champion_male_riding","13","5","safe_cycle_4_5"
"champion_male_riding","14","4","safe_cycle_4_5"
"champion_male_riding","15","5","safe_cycle_4_5"
"champion_male_riding","16","4","safe_cycle_4_5"
"champion_male_riding","17","5","safe_cycle_4_5"
"champion_male_riding","18","4","safe_cycle_4_5"
"champion_male_riding","19","5","safe_cycle_4_5"
"champion_male_riding","20","4","safe_cycle_4_5"
"clown_male","2","4","safe_cycle_4_5"
"clown_male","6","4","safe_cycle_4_5"
"clown_male","7","5","safe_cycle_4_5"
"clown_male","8","4","safe_cycle_4_5"
"clown_male","9","5","safe_cycle_4_5"
"clown_male","10","4","safe_cycle_4_5"
"clown_male","11","5","safe_cycle_4_5"
"clown_male","12","4","safe_cycle_4_5"
"clown_male","13","5","safe_cycle_4_5"
"clown_male","14","4","safe_cycle_4_5"
"clown_male","15","5","safe_cycle_4_5"
"clown_male","16","4","safe_cycle_4_5"
"clown_male","17","5","safe_cycle_4_5"
"clown_male","18","4","safe_cycle_4_5"
"clown_male","19","5","safe_cycle_4_5"
"clown_male","20","4","safe_cycle_4_5"
"creator_female","2","4","safe_cycle_4_5"
"creator_female","6","4","safe_cycle_4_5"
"creator_female","7","5","safe_cycle_4_5"
"creator_female","8","4","safe_cycle_4_5"
"creator_female","9","5","safe_cycle_4_5"
"creator_female","10","4","safe_cycle_4_5"
"creator_female","11","5","safe_cycle_4_5"
"creator_female","12","4","safe_cycle_4_5"
"creator_female","13","5","safe_cycle_4_5"
"creator_female","14","4","safe_cycle_4_5"
"creator_female","15","5","safe_cycle_4_5"
"creator_female","16","4","safe_cycle_4_5"
"creator_female","17","5","safe_cycle_4_5"
"creator_female","18","4","safe_cycle_4_5"
"creator_female","19","5","safe_cycle_4_5"
"creator_female","20","4","safe_cycle_4_5"
"creator_female_riding","2","4","safe_cycle_4_5"
"creator_female_riding","6","4","safe_cycle_4_5"
"creator_female_riding","7","5","safe_cycle_4_5"
"creator_female_riding","8","4","safe_cycle_4_5"
"creator_female_riding","9","5","safe_cycle_4_5"
"creator_female_riding","10","4","safe_cycle_4_5"
"creator_female_riding","11","5","safe_cycle_4_5"
"creator_female_riding","12","4","safe_cycle_4_5"
"creator_female_riding","13","5","safe_cycle_4_5"
"creator_female_riding","14","4","safe_cycle_4_5"
"creator_female_riding","15","5","safe_cycle_4_5"
"creator_female_riding","16","4","safe_cycle_4_5"
"creator_female_riding","17","5","safe_cycle_4_5"
"creator_female_riding","18","4","safe_cycle_4_5"
"creator_female_riding","19","5","safe_cycle_4_5"
"creator_female_riding","20","4","safe_cycle_4_5"
"creator_male","2","4","safe_cycle_4_5"
"creator_male","6","4","safe_cycle_4_5"
"creator_male","7","5","safe_cycle_4_5"
"creator_male","8","4","safe_cycle_4_5"
"creator_male","9","5","safe_cycle_4_5"
"creator_male","10","4","safe_cycle_4_5"
"creator_male","11","5","safe_cycle_4_5"
"creator_male","12","4","safe_cycle_4_5"
"creator_male","13","5","safe_cycle_4_5"
"creator_male","14","4","safe_cycle_4_5"
"creator_male","15","5","safe_cycle_4_5"
"creator_male","16","4","safe_cycle_4_5"
"creator_male","17","5","safe_cycle_4_5"
"creator_male","18","4","safe_cycle_4_5"
"creator_male","19","5","safe_cycle_4_5"
"creator_male","20","4","safe_cycle_4_5"
"creator_male_riding","2","4","safe_cycle_4_5"
"creator_male_riding","6","4","safe_cycle_4_5"
"creator_male_riding","7","5","safe_cycle_4_5"
"creator_male_riding","8","4","safe_cycle_4_5"
"creator_male_riding","9","5","safe_cycle_4_5"
"creator_male_riding","10","4","safe_cycle_4_5"
"creator_male_riding","11","5","safe_cycle_4_5"
"creator_male_riding","12","4","safe_cycle_4_5"
"creator_male_riding","13","5","safe_cycle_4_5"
"creator_male_riding","14","4","safe_cycle_4_5"
"creator_male_riding","15","5","safe_cycle_4_5"
"creator_male_riding","16","4","safe_cycle_4_5"
"creator_male_riding","17","5","safe_cycle_4_5"
"creator_male_riding","18","4","safe_cycle_4_5"
"creator_male_riding","19","5","safe_cycle_4_5"
"creator_male_riding","20","4","safe_cycle_4_5"
"crusader_female","2","4","safe_cycle_4_5"
"crusader_female","6","4","safe_cycle_4_5"
"crusader_female","7","5","safe_cycle_4_5"
"crusader_female","8","4","safe_cycle_4_5"
"crusader_female","9","5","safe_cycle_4_5"
"crusader_female","10","4","safe_cycle_4_5"
"crusader_female","11","5","safe_cycle_4_5"
"crusader_female","12","4","safe_cycle_4_5"
"crusader_female","13","5","safe_cycle_4_5"
"crusader_female","14","4","safe_cycle_4_5"
"crusader_female","15","5","safe_cycle_4_5"
"crusader_female","16","4","safe_cycle_4_5"
"crusader_female","17","5","safe_cycle_4_5"
"crusader_female","18","4","safe_cycle_4_5"
"crusader_female","19","5","safe_cycle_4_5"
"crusader_female","20","4","safe_cycle_4_5"
"crusader_male","2","4","safe_cycle_4_5"
"crusader_male","6","4","safe_cycle_4_5"
"crusader_male","7","5","safe_cycle_4_5"
"crusader_male","8","4","safe_cycle_4_5"
"crusader_male","9","5","safe_cycle_4_5"
"crusader_male","10","4","safe_cycle_4_5"
"crusader_male","11","5","safe_cycle_4_5"
"crusader_male","12","4","safe_cycle_4_5"
"crusader_male","13","5","safe_cycle_4_5"
"crusader_male","14","4","safe_cycle_4_5"
"crusader_male","15","5","safe_cycle_4_5"
"crusader_male","16","4","safe_cycle_4_5"
"crusader_male","17","5","safe_cycle_4_5"
"crusader_male","18","4","safe_cycle_4_5"
"crusader_male","19","5","safe_cycle_4_5"
"crusader_male","20","4","safe_cycle_4_5"
"dancer_female","2","4","safe_cycle_4_5"
"dancer_female","6","4","safe_cycle_4_5"
"dancer_female","7","5","safe_cycle_4_5"
"dancer_female","8","4","safe_cycle_4_5"
"dancer_female","9","5","safe_cycle_4_5"
"dancer_female","10","4","safe_cycle_4_5"
"dancer_female","11","5","safe_cycle_4_5"
"dancer_female","12","4","safe_cycle_4_5"
"dancer_female","13","5","safe_cycle_4_5"
"dancer_female","14","4","safe_cycle_4_5"
"dancer_female","15","5","safe_cycle_4_5"
"dancer_female","16","4","safe_cycle_4_5"
"dancer_female","17","5","safe_cycle_4_5"
"dancer_female","18","4","safe_cycle_4_5"
"dancer_female","19","5","safe_cycle_4_5"
"dancer_female","20","4","safe_cycle_4_5"
"dancer_female_riding","2","4","safe_cycle_4_5"
"dancer_female_riding","6","4","safe_cycle_4_5"
"dancer_female_riding","7","5","safe_cycle_4_5"
"dancer_female_riding","8","4","safe_cycle_4_5"
"dancer_female_riding","9","5","safe_cycle_4_5"
"dancer_female_riding","10","4","safe_cycle_4_5"
"dancer_female_riding","11","5","safe_cycle_4_5"
"dancer_female_riding","12","4","safe_cycle_4_5"
"dancer_female_riding","13","5","safe_cycle_4_5"
"dancer_female_riding","14","4","safe_cycle_4_5"
"dancer_female_riding","15","5","safe_cycle_4_5"
"dancer_female_riding","16","4","safe_cycle_4_5"
"dancer_female_riding","17","5","safe_cycle_4_5"
"dancer_female_riding","18","4","safe_cycle_4_5"
"dancer_female_riding","19","5","safe_cycle_4_5"
"dancer_female_riding","20","4","safe_cycle_4_5"
"dancer_male","2","4","safe_cycle_4_5"
"dancer_male","6","4","safe_cycle_4_5"
"dancer_male","7","5","safe_cycle_4_5"
"dancer_male","8","4","safe_cycle_4_5"
"dancer_male","9","5","safe_cycle_4_5"
"dancer_male","10","4","safe_cycle_4_5"
"dancer_male","11","5","safe_cycle_4_5"
"dancer_male","12","4","safe_cycle_4_5"
"dancer_male","13","5","safe_cycle_4_5"
"dancer_male","14","4","safe_cycle_4_5"
"dancer_male","15","5","safe_cycle_4_5"
"dancer_male","16","4","safe_cycle_4_5"
"dancer_male","17","5","safe_cycle_4_5"
"dancer_male","18","4","safe_cycle_4_5"
"dancer_male","19","5","safe_cycle_4_5"
"dancer_male","20","4","safe_cycle_4_5"
"dog_rogue_female","2","4","safe_cycle_4_5"
"dog_rogue_female","6","4","safe_cycle_4_5"
"dog_rogue_female","7","5","safe_cycle_4_5"
"dog_rogue_female","8","4","safe_cycle_4_5"
"dog_rogue_female","9","5","safe_cycle_4_5"
"dog_rogue_female","10","4","safe_cycle_4_5"
"dog_rogue_female","11","5","safe_cycle_4_5"
"dog_rogue_female","12","4","safe_cycle_4_5"
"dog_rogue_female","13","5","safe_cycle_4_5"
"dog_rogue_female","14","4","safe_cycle_4_5"
"dog_rogue_female","15","5","safe_cycle_4_5"
"dog_rogue_female","16","4","safe_cycle_4_5"
"dog_rogue_female","17","5","safe_cycle_4_5"
"dog_rogue_female","18","4","safe_cycle_4_5"
"dog_rogue_female","19","5","safe_cycle_4_5"
"dog_rogue_female","20","4","safe_cycle_4_5"
"dog_rogue_male","2","4","safe_cycle_4_5"
"dog_rogue_male","6","4","safe_cycle_4_5"
"dog_rogue_male","7","5","safe_cycle_4_5"
"dog_rogue_male","8","4","safe_cycle_4_5"
"dog_rogue_male","9","5","safe_cycle_4_5"
"dog_rogue_male","10","4","safe_cycle_4_5"
"dog_rogue_male","11","5","safe_cycle_4_5"
"dog_rogue_male","12","4","safe_cycle_4_5"
"dog_rogue_male","13","5","safe_cycle_4_5"
"dog_rogue_male","14","4","safe_cycle_4_5"
"dog_rogue_male","15","5","safe_cycle_4_5"
"dog_rogue_male","16","4","safe_cycle_4_5"
"dog_rogue_male","17","5","safe_cycle_4_5"
"dog_rogue_male","18","4","safe_cycle_4_5"
"dog_rogue_male","19","5","safe_cycle_4_5"
"dog_rogue_male","20","4","safe_cycle_4_5"
"dog_stalker_female","2","4","safe_cycle_4_5"
"dog_stalker_female","6","4","safe_cycle_4_5"
"dog_stalker_female","7","5","safe_cycle_4_5"
"dog_stalker_female","8","4","safe_cycle_4_5"
"dog_stalker_female","9","5","safe_cycle_4_5"
"dog_stalker_female","10","4","safe_cycle_4_5"
"dog_stalker_female","11","5","safe_cycle_4_5"
"dog_stalker_female","12","4","safe_cycle_4_5"
"dog_stalker_female","13","5","safe_cycle_4_5"
"dog_stalker_female","14","4","safe_cycle_4_5"
"dog_stalker_female","15","5","safe_cycle_4_5"
"dog_stalker_female","16","4","safe_cycle_4_5"
"dog_stalker_female","17","5","safe_cycle_4_5"
"dog_stalker_female","18","4","safe_cycle_4_5"
"dog_stalker_female","19","5","safe_cycle_4_5"
"dog_stalker_female","20","4","safe_cycle_4_5"
"dog_stalker_male","2","4","safe_cycle_4_5"
"dog_stalker_male","6","4","safe_cycle_4_5"
"dog_stalker_male","7","5","safe_cycle_4_5"
"dog_stalker_male","8","4","safe_cycle_4_5"
"dog_stalker_male","9","5","safe_cycle_4_5"
"dog_stalker_male","10","4","safe_cycle_4_5"
"dog_stalker_male","11","5","safe_cycle_4_5"
"dog_stalker_male","12","4","safe_cycle_4_5"
"dog_stalker_male","13","5","safe_cycle_4_5"
"dog_stalker_male","14","4","safe_cycle_4_5"
"dog_stalker_male","15","5","safe_cycle_4_5"
"dog_stalker_male","16","4","safe_cycle_4_5"
"dog_stalker_male","17","5","safe_cycle_4_5"
"dog_stalker_male","18","4","safe_cycle_4_5"
"dog_stalker_male","19","5","safe_cycle_4_5"
"dog_stalker_male","20","4","safe_cycle_4_5"
"dog_thief_female","2","4","safe_cycle_4_5"
"dog_thief_female","6","4","safe_cycle_4_5"
"dog_thief_female","7","5","safe_cycle_4_5"
"dog_thief_female","8","4","safe_cycle_4_5"
"dog_thief_female","9","5","safe_cycle_4_5"
"dog_thief_female","10","4","safe_cycle_4_5"
"dog_thief_female","11","5","safe_cycle_4_5"
"dog_thief_female","12","4","safe_cycle_4_5"
"dog_thief_female","13","5","safe_cycle_4_5"
"dog_thief_female","14","4","safe_cycle_4_5"
"dog_thief_female","15","5","safe_cycle_4_5"
"dog_thief_female","16","4","safe_cycle_4_5"
"dog_thief_female","17","5","safe_cycle_4_5"
"dog_thief_female","18","4","safe_cycle_4_5"
"dog_thief_female","19","5","safe_cycle_4_5"
"dog_thief_female","20","4","safe_cycle_4_5"
"dog_thief_male","2","4","safe_cycle_4_5"
"dog_thief_male","6","4","safe_cycle_4_5"
"dog_thief_male","7","5","safe_cycle_4_5"
"dog_thief_male","8","4","safe_cycle_4_5"
"dog_thief_male","9","5","safe_cycle_4_5"
"dog_thief_male","10","4","safe_cycle_4_5"
"dog_thief_male","11","5","safe_cycle_4_5"
"dog_thief_male","12","4","safe_cycle_4_5"
"dog_thief_male","13","5","safe_cycle_4_5"
"dog_thief_male","14","4","safe_cycle_4_5"
"dog_thief_male","15","5","safe_cycle_4_5"
"dog_thief_male","16","4","safe_cycle_4_5"
"dog_thief_male","17","5","safe_cycle_4_5"
"dog_thief_male","18","4","safe_cycle_4_5"
"dog_thief_male","19","5","safe_cycle_4_5"
"dog_thief_male","20","4","safe_cycle_4_5"
"high_priest_female","2","4","safe_cycle_4_5"
"high_priest_female","6","4","safe_cycle_4_5"
"high_priest_female","7","5","safe_cycle_4_5"
"high_priest_female","8","4","safe_cycle_4_5"
"high_priest_female","9","5","safe_cycle_4_5"
"high_priest_female","10","4","safe_cycle_4_5"
"high_priest_female","11","5","safe_cycle_4_5"
"high_priest_female","12","4","safe_cycle_4_5"
"high_priest_female","13","5","safe_cycle_4_5"
"high_priest_female","14","4","safe_cycle_4_5"
"high_priest_female","15","5","safe_cycle_4_5"
"high_priest_female","16","4","safe_cycle_4_5"
"high_priest_female","17","5","safe_cycle_4_5"
"high_priest_female","18","4","safe_cycle_4_5"
"high_priest_female","19","5","safe_cycle_4_5"
"high_priest_female","20","4","safe_cycle_4_5"
"high_priest_female_riding","2","4","safe_cycle_4_5"
"high_priest_female_riding","6","4","safe_cycle_4_5"
"high_priest_female_riding","7","5","safe_cycle_4_5"
"high_priest_female_riding","8","4","safe_cycle_4_5"
"high_priest_female_riding","9","5","safe_cycle_4_5"
"high_priest_female_riding","10","4","safe_cycle_4_5"
"high_priest_female_riding","11","5","safe_cycle_4_5"
"high_priest_female_riding","12","4","safe_cycle_4_5"
"high_priest_female_riding","13","5","safe_cycle_4_5"
"high_priest_female_riding","14","4","safe_cycle_4_5"
"high_priest_female_riding","15","5","safe_cycle_4_5"
"high_priest_female_riding","16","4","safe_cycle_4_5"
"high_priest_female_riding","17","5","safe_cycle_4_5"
"high_priest_female_riding","18","4","safe_cycle_4_5"
"high_priest_female_riding","19","5","safe_cycle_4_5"
"high_priest_female_riding","20","4","safe_cycle_4_5"
"high_priest_male","2","4","safe_cycle_4_5"
"high_priest_male","6","4","safe_cycle_4_5"
"high_priest_male","7","5","safe_cycle_4_5"
"high_priest_male","8","4","safe_cycle_4_5"
"high_priest_male","9","5","safe_cycle_4_5"
"high_priest_male","10","4","safe_cycle_4_5"
"high_priest_male","11","5","safe_cycle_4_5"
"high_priest_male","12","4","safe_cycle_4_5"
"high_priest_male","13","5","safe_cycle_4_5"
"high_priest_male","14","4","safe_cycle_4_5"
"high_priest_male","15","5","safe_cycle_4_5"
"high_priest_male","16","4","safe_cycle_4_5"
"high_priest_male","17","5","safe_cycle_4_5"
"high_priest_male","18","4","safe_cycle_4_5"
"high_priest_male","19","5","safe_cycle_4_5"
"high_priest_male","20","4","safe_cycle_4_5"
"high_priest_male_riding","2","4","safe_cycle_4_5"
"high_priest_male_riding","6","4","safe_cycle_4_5"
"high_priest_male_riding","7","5","safe_cycle_4_5"
"high_priest_male_riding","8","4","safe_cycle_4_5"
"high_priest_male_riding","9","5","safe_cycle_4_5"
"high_priest_male_riding","10","4","safe_cycle_4_5"
"high_priest_male_riding","11","5","safe_cycle_4_5"
"high_priest_male_riding","12","4","safe_cycle_4_5"
"high_priest_male_riding","13","5","safe_cycle_4_5"
"high_priest_male_riding","14","4","safe_cycle_4_5"
"high_priest_male_riding","15","5","safe_cycle_4_5"
"high_priest_male_riding","16","4","safe_cycle_4_5"
"high_priest_male_riding","17","5","safe_cycle_4_5"
"high_priest_male_riding","18","4","safe_cycle_4_5"
"high_priest_male_riding","19","5","safe_cycle_4_5"
"high_priest_male_riding","20","4","safe_cycle_4_5"
"high_wizard_female","2","4","safe_cycle_4_5"
"high_wizard_female","6","4","safe_cycle_4_5"
"high_wizard_female","7","5","safe_cycle_4_5"
"high_wizard_female","8","4","safe_cycle_4_5"
"high_wizard_female","9","5","safe_cycle_4_5"
"high_wizard_female","10","4","safe_cycle_4_5"
"high_wizard_female","11","5","safe_cycle_4_5"
"high_wizard_female","12","4","safe_cycle_4_5"
"high_wizard_female","13","5","safe_cycle_4_5"
"high_wizard_female","14","4","safe_cycle_4_5"
"high_wizard_female","15","5","safe_cycle_4_5"
"high_wizard_female","16","4","safe_cycle_4_5"
"high_wizard_female","17","5","safe_cycle_4_5"
"high_wizard_female","18","4","safe_cycle_4_5"
"high_wizard_female","19","5","safe_cycle_4_5"
"high_wizard_female","20","4","safe_cycle_4_5"
"high_wizard_male","2","4","safe_cycle_4_5"
"high_wizard_male","6","4","safe_cycle_4_5"
"high_wizard_male","7","5","safe_cycle_4_5"
"high_wizard_male","8","4","safe_cycle_4_5"
"high_wizard_male","9","5","safe_cycle_4_5"
"high_wizard_male","10","4","safe_cycle_4_5"
"high_wizard_male","11","5","safe_cycle_4_5"
"high_wizard_male","12","4","safe_cycle_4_5"
"high_wizard_male","13","5","safe_cycle_4_5"
"high_wizard_male","14","4","safe_cycle_4_5"
"high_wizard_male","15","5","safe_cycle_4_5"
"high_wizard_male","16","4","safe_cycle_4_5"
"high_wizard_male","17","5","safe_cycle_4_5"
"high_wizard_male","18","4","safe_cycle_4_5"
"high_wizard_male","19","5","safe_cycle_4_5"
"high_wizard_male","20","4","safe_cycle_4_5"
"hunter_female","2","4","safe_cycle_4_5"
"hunter_female","6","4","safe_cycle_4_5"
"hunter_female","7","5","safe_cycle_4_5"
"hunter_female","8","4","safe_cycle_4_5"
"hunter_female","9","5","safe_cycle_4_5"
"hunter_female","10","4","safe_cycle_4_5"
"hunter_female","11","5","safe_cycle_4_5"
"hunter_female","12","4","safe_cycle_4_5"
"hunter_female","13","5","safe_cycle_4_5"
"hunter_female","14","4","safe_cycle_4_5"
"hunter_female","15","5","safe_cycle_4_5"
"hunter_female","16","4","safe_cycle_4_5"
"hunter_female","17","5","safe_cycle_4_5"
"hunter_female","18","4","safe_cycle_4_5"
"hunter_female","19","5","safe_cycle_4_5"
"hunter_female","20","4","safe_cycle_4_5"
"hunter_male","2","4","safe_cycle_4_5"
"hunter_male","6","4","safe_cycle_4_5"
"hunter_male","7","5","safe_cycle_4_5"
"hunter_male","8","4","safe_cycle_4_5"
"hunter_male","9","5","safe_cycle_4_5"
"hunter_male","10","4","safe_cycle_4_5"
"hunter_male","11","5","safe_cycle_4_5"
"hunter_male","12","4","safe_cycle_4_5"
"hunter_male","13","5","safe_cycle_4_5"
"hunter_male","14","4","safe_cycle_4_5"
"hunter_male","15","5","safe_cycle_4_5"
"hunter_male","16","4","safe_cycle_4_5"
"hunter_male","17","5","safe_cycle_4_5"
"hunter_male","18","4","safe_cycle_4_5"
"hunter_male","19","5","safe_cycle_4_5"
"hunter_male","20","4","safe_cycle_4_5"
"knight_female","2","4","safe_cycle_4_5"
