"Base","Style","SourceNum","Source","Dest","Mode"
"ÃÊº¸ÀÚ_³²","13","521","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_521.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_13.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_³²","14","524","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_524.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_14.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_³²","15","527","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_527.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_15.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_³²","16","532","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_532.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_16.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_³²","17","540","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_540.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_17.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_³²","18","552","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_552.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_18.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_³²","19","560","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_560.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_19.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_³²","20","577","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_³²_577.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_³²_20.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","1","0","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_0.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_1.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","2","1","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_1.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_2.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","3","2","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_2.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_3.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","4","3","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_3.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_4.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","5","4","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_4.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_5.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","6","5","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_5.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_6.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","7","6","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_6.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_7.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","8","7","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_7.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_8.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","9","8","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_8.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_9.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","10","516","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_516.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_10.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","11","519","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_519.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_11.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","12","520","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_520.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_12.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","13","521","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_521.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_13.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","14","524","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_524.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_14.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","15","527","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_527.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_15.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","16","532","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_532.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_16.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","17","540","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_540.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_17.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","18","552","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_552.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_18.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","19","560","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_560.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_19.pal","kamishi_desktop_probe_high"
"ÃÊº¸ÀÚ_¿©","20","577","C:\Users\wesley\Desktop\palette\¸ö\ÃÊº¸ÀÚ_¿©_577.pal","C:\Users\wesley\Desktop\MeuRag\data\palette\¸ö\ÃÊº¸ÀÚ_¿©_20.pal","kamishi_desktop_probe_high"
