"Dest","Source","Kind","Style","SourceNum","Mode"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","12","1","first_trans_cycle_0_4"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","13","2","first_trans_cycle_0_4"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","14","3","first_trans_cycle_0_4"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","15","4","first_trans_cycle_0_4"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","16","0","first_trans_cycle_0_4"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","17","1","first_trans_cycle_0_4"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","18","2","first_trans_cycle_0_4"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","19","3","first_trans_cycle_0_4"
"¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","source_base","20","4","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","1","0","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","2","1","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","3","2","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","4","3","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","5","4","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","6","0","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","7","1","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","8","2","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","9","3","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","10","4","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","11","0","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","12","1","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","13","2","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","14","3","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","15","4","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","16","0","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","17","1","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","18","2","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","19","3","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_¿©","¸¶¹ý»ç_¿©","mapped_alias","20","4","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","1","0","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","2","1","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","3","2","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","4","3","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","5","4","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","6","0","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","7","1","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","8","2","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","9","3","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","10","4","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","11","0","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","12","1","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","13","2","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","14","3","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","15","4","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","16","0","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","17","1","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","18","2","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","19","3","first_trans_cycle_0_4"
"¿©¿ì¸¶¹ý»ç_³²","¸¶¹ý»ç_³²","mapped_alias","20","4","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","1","0","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","2","1","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","3","2","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","4","3","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","5","4","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","6","0","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","7","1","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","8","2","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","9","3","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","10","4","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","11","0","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","12","1","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","13","2","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","14","3","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","15","4","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","16","0","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","17","1","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","18","2","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","19","3","first_trans_cycle_0_4"
"±Ã¼ö_¿©","±Ã¼ö_¿©","mapped_alias","20","4","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","1","0","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","2","1","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","3","2","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","4","3","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","5","4","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","6","0","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","7","1","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","8","2","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","9","3","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","10","4","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","11","0","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","12","1","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","13","2","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","14","3","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","15","4","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","16","0","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","17","1","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","18","2","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","19","3","first_trans_cycle_0_4"
"±Ã¼ö_³²","±Ã¼ö_³²","mapped_alias","20","4","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","1","0","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","2","1","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","3","2","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","4","3","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","5","4","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","6","0","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","7","1","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","8","2","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","9","3","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","10","4","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","11","0","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","12","1","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","13","2","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","14","3","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","15","4","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","16","0","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","17","1","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","18","2","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","19","3","first_trans_cycle_0_4"
"»óÀÎ_¿©","»óÀÎ_¿©","mapped_alias","20","4","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","1","0","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","2","1","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","3","2","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","4","3","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","5","4","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","6","0","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","7","1","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","8","2","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","9","3","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","10","4","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","11","0","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","12","1","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","13","2","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","14","3","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","15","4","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","16","0","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","17","1","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","18","2","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","19","3","first_trans_cycle_0_4"
"»óÀÎ_³²","»óÀÎ_³²","source_base","20","4","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","1","0","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","2","1","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","3","2","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","4","3","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","5","4","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","6","0","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","7","1","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","8","2","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","9","3","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","10","4","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","11","0","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","12","1","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","13","2","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","14","3","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","15","4","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","16","0","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","17","1","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","18","2","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","19","3","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_¿©","»óÀÎ_¿©","mapped_alias","20","4","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","1","0","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","2","1","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","3","2","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","4","3","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","5","4","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","6","0","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","7","1","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","8","2","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","9","3","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","10","4","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","11","0","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","12","1","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","13","2","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","14","3","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","15","4","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","16","0","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","17","1","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","18","2","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","19","3","first_trans_cycle_0_4"
"»óÀÎ¸äµÅÁö_³²","»óÀÎ_³²","mapped_alias","20","4","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","1","0","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","2","1","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","3","2","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","4","3","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","5","4","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","6","0","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","7","1","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","8","2","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","9","3","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","10","4","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","11","0","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","12","1","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","13","2","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","14","3","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","15","4","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","16","0","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","17","1","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","18","2","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","19","3","first_trans_cycle_0_4"
"°Ë»ç_¿©","°Ë»ç_¿©","source_base","20","4","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","1","0","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","2","1","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","3","2","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","4","3","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","5","4","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","6","0","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","7","1","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","8","2","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","9","3","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","10","4","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","11","0","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","12","1","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","13","2","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","14","3","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","15","4","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","16","0","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","17","1","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","18","2","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","19","3","first_trans_cycle_0_4"
"°Ë»ç_³²","°Ë»ç_³²","mapped_alias","20","4","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","1","0","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","2","1","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","3","2","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","4","3","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","5","4","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","6","0","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","7","1","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","8","2","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","9","3","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","10","4","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","11","0","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","12","1","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","13","2","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","14","3","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","15","4","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","16","0","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","17","1","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","18","2","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","19","3","first_trans_cycle_0_4"
"µµµÏ_¿©","µµµÏ_¿©","mapped_alias","20","4","first_trans_cycle_0_4"
"µµµÏ_³²","µµµÏ_³²","source_base","1","0","first_trans_cycle_0_4"
