"Base","Style","Mode","ChangedEntries"
"archer_male","12","generated_from_2_4_mask","42"
"archer_male","13","generated_from_2_4_mask","42"
"archer_male","14","generated_from_2_4_mask","42"
"archer_male","15","generated_from_2_4_mask","42"
"archer_male","16","generated_from_2_4_mask","42"
"archer_male","17","generated_from_2_4_mask","42"
"archer_male","18","generated_from_2_4_mask","42"
"archer_male","19","generated_from_2_4_mask","42"
"archer_male","20","generated_from_2_4_mask","42"
"bard_female","1","generated_from_2_4_mask","31"
"bard_female","3","generated_from_2_4_mask","31"
"bard_female","5","generated_from_2_4_mask","31"
"bard_female","6","generated_from_2_4_mask","31"
"bard_female","7","generated_from_2_4_mask","31"
"bard_female","8","generated_from_2_4_mask","31"
"bard_female","9","generated_from_2_4_mask","31"
"bard_female","10","generated_from_2_4_mask","31"
"bard_female","11","generated_from_2_4_mask","31"
"bard_female","12","generated_from_2_4_mask","31"
"bard_female","13","generated_from_2_4_mask","31"
"bard_female","14","generated_from_2_4_mask","31"
"bard_female","15","generated_from_2_4_mask","31"
"bard_female","16","generated_from_2_4_mask","31"
"bard_female","17","generated_from_2_4_mask","31"
"bard_female","18","generated_from_2_4_mask","31"
"bard_female","19","generated_from_2_4_mask","31"
"bard_female","20","generated_from_2_4_mask","31"
"bard_male","1","generated_from_2_4_mask","47"
"bard_male","3","generated_from_2_4_mask","47"
"bard_male","5","generated_from_2_4_mask","47"
"bard_male","6","generated_from_2_4_mask","47"
"bard_male","7","generated_from_2_4_mask","47"
"bard_male","8","generated_from_2_4_mask","47"
"bard_male","9","generated_from_2_4_mask","47"
"bard_male","10","generated_from_2_4_mask","47"
"bard_male","11","generated_from_2_4_mask","47"
"bard_male","12","generated_from_2_4_mask","47"
"bard_male","13","generated_from_2_4_mask","47"
"bard_male","14","generated_from_2_4_mask","47"
"bard_male","15","generated_from_2_4_mask","47"
"bard_male","16","generated_from_2_4_mask","47"
"bard_male","17","generated_from_2_4_mask","47"
"bard_male","18","generated_from_2_4_mask","47"
"bard_male","19","generated_from_2_4_mask","47"
"bard_male","20","generated_from_2_4_mask","47"
"champion_female","1","generated_from_2_4_mask","50"
"champion_female","3","generated_from_2_4_mask","50"
"champion_female","5","generated_from_2_4_mask","50"
"champion_female","6","generated_from_2_4_mask","50"
"champion_female","7","generated_from_2_4_mask","50"
"champion_female","8","generated_from_2_4_mask","50"
"champion_female","9","generated_from_2_4_mask","50"
"champion_female","10","generated_from_2_4_mask","50"
"champion_female","11","generated_from_2_4_mask","50"
"champion_female","12","generated_from_2_4_mask","50"
"champion_female","13","generated_from_2_4_mask","50"
"champion_female","14","generated_from_2_4_mask","50"
"champion_female","15","generated_from_2_4_mask","50"
"champion_female","16","generated_from_2_4_mask","50"
"champion_female","17","generated_from_2_4_mask","50"
"champion_female","18","generated_from_2_4_mask","50"
"champion_female","19","generated_from_2_4_mask","50"
"champion_female","20","generated_from_2_4_mask","50"
"champion_female_riding","1","generated_from_2_4_mask","50"
"champion_female_riding","3","generated_from_2_4_mask","50"
"champion_female_riding","5","generated_from_2_4_mask","50"
"champion_female_riding","6","generated_from_2_4_mask","50"
"champion_female_riding","7","generated_from_2_4_mask","50"
"champion_female_riding","8","generated_from_2_4_mask","50"
"champion_female_riding","9","generated_from_2_4_mask","50"
"champion_female_riding","10","generated_from_2_4_mask","50"
"champion_female_riding","11","generated_from_2_4_mask","50"
"champion_female_riding","12","generated_from_2_4_mask","50"
"champion_female_riding","13","generated_from_2_4_mask","50"
"champion_female_riding","14","generated_from_2_4_mask","50"
"champion_female_riding","15","generated_from_2_4_mask","50"
"champion_female_riding","16","generated_from_2_4_mask","50"
"champion_female_riding","17","generated_from_2_4_mask","50"
"champion_female_riding","18","generated_from_2_4_mask","50"
"champion_female_riding","19","generated_from_2_4_mask","50"
"champion_female_riding","20","generated_from_2_4_mask","50"
"champion_male","1","generated_from_2_4_mask","42"
"champion_male","3","generated_from_2_4_mask","42"
"champion_male","5","generated_from_2_4_mask","42"
"champion_male","6","generated_from_2_4_mask","42"
"champion_male","7","generated_from_2_4_mask","42"
"champion_male","8","generated_from_2_4_mask","42"
"champion_male","9","generated_from_2_4_mask","42"
"champion_male","10","generated_from_2_4_mask","42"
"champion_male","11","generated_from_2_4_mask","42"
"champion_male","12","generated_from_2_4_mask","42"
"champion_male","13","generated_from_2_4_mask","42"
"champion_male","14","generated_from_2_4_mask","42"
"champion_male","15","generated_from_2_4_mask","42"
"champion_male","16","generated_from_2_4_mask","42"
"champion_male","17","generated_from_2_4_mask","42"
"champion_male","18","generated_from_2_4_mask","42"
"champion_male","19","generated_from_2_4_mask","42"
"champion_male","20","generated_from_2_4_mask","42"
"champion_male_riding","1","generated_from_2_4_mask","42"
"champion_male_riding","3","generated_from_2_4_mask","42"
"champion_male_riding","5","generated_from_2_4_mask","42"
"champion_male_riding","6","generated_from_2_4_mask","42"
"champion_male_riding","7","generated_from_2_4_mask","42"
"champion_male_riding","8","generated_from_2_4_mask","42"
"champion_male_riding","9","generated_from_2_4_mask","42"
"champion_male_riding","10","generated_from_2_4_mask","42"
"champion_male_riding","11","generated_from_2_4_mask","42"
"champion_male_riding","12","generated_from_2_4_mask","42"
"champion_male_riding","13","generated_from_2_4_mask","42"
"champion_male_riding","14","generated_from_2_4_mask","42"
"champion_male_riding","15","generated_from_2_4_mask","42"
"champion_male_riding","16","generated_from_2_4_mask","42"
"champion_male_riding","17","generated_from_2_4_mask","42"
"champion_male_riding","18","generated_from_2_4_mask","42"
"champion_male_riding","19","generated_from_2_4_mask","42"
"champion_male_riding","20","generated_from_2_4_mask","42"
"clown_male","1","generated_from_2_4_mask","42"
"clown_male","3","generated_from_2_4_mask","42"
"clown_male","5","generated_from_2_4_mask","42"
"clown_male","6","generated_from_2_4_mask","42"
"clown_male","7","generated_from_2_4_mask","42"
"clown_male","8","generated_from_2_4_mask","42"
"clown_male","9","generated_from_2_4_mask","42"
"clown_male","10","generated_from_2_4_mask","42"
"clown_male","11","generated_from_2_4_mask","42"
"clown_male","12","generated_from_2_4_mask","42"
"clown_male","13","generated_from_2_4_mask","42"
"clown_male","14","generated_from_2_4_mask","42"
"clown_male","15","generated_from_2_4_mask","42"
"clown_male","16","generated_from_2_4_mask","42"
"clown_male","17","generated_from_2_4_mask","42"
"clown_male","18","generated_from_2_4_mask","42"
"clown_male","19","generated_from_2_4_mask","42"
"clown_male","20","generated_from_2_4_mask","42"
"creator_female","1","generated_from_2_4_mask","49"
"creator_female","3","generated_from_2_4_mask","49"
"creator_female","5","generated_from_2_4_mask","49"
"creator_female","6","generated_from_2_4_mask","49"
"creator_female","7","generated_from_2_4_mask","49"
"creator_female","8","generated_from_2_4_mask","49"
"creator_female","9","generated_from_2_4_mask","49"
"creator_female","10","generated_from_2_4_mask","49"
"creator_female","11","generated_from_2_4_mask","49"
"creator_female","12","generated_from_2_4_mask","49"
"creator_female","13","generated_from_2_4_mask","49"
"creator_female","14","generated_from_2_4_mask","49"
"creator_female","15","generated_from_2_4_mask","49"
"creator_female","16","generated_from_2_4_mask","49"
"creator_female","17","generated_from_2_4_mask","49"
"creator_female","18","generated_from_2_4_mask","49"
"creator_female","19","generated_from_2_4_mask","49"
"creator_female","20","generated_from_2_4_mask","49"
"creator_female_riding","1","generated_from_2_4_mask","49"
"creator_female_riding","3","generated_from_2_4_mask","49"
"creator_female_riding","5","generated_from_2_4_mask","49"
"creator_female_riding","6","generated_from_2_4_mask","49"
"creator_female_riding","7","generated_from_2_4_mask","49"
"creator_female_riding","8","generated_from_2_4_mask","49"
"creator_female_riding","9","generated_from_2_4_mask","49"
"creator_female_riding","10","generated_from_2_4_mask","49"
"creator_female_riding","11","generated_from_2_4_mask","49"
"creator_female_riding","12","generated_from_2_4_mask","49"
"creator_female_riding","13","generated_from_2_4_mask","49"
"creator_female_riding","14","generated_from_2_4_mask","49"
"creator_female_riding","15","generated_from_2_4_mask","49"
"creator_female_riding","16","generated_from_2_4_mask","49"
"creator_female_riding","17","generated_from_2_4_mask","49"
"creator_female_riding","18","generated_from_2_4_mask","49"
"creator_female_riding","19","generated_from_2_4_mask","49"
"creator_female_riding","20","generated_from_2_4_mask","49"
"creator_male","1","generated_from_2_4_mask","52"
"creator_male","3","generated_from_2_4_mask","52"
"creator_male","5","generated_from_2_4_mask","52"
"creator_male","6","generated_from_2_4_mask","52"
"creator_male","7","generated_from_2_4_mask","52"
"creator_male","8","generated_from_2_4_mask","52"
"creator_male","9","generated_from_2_4_mask","52"
"creator_male","10","generated_from_2_4_mask","52"
"creator_male","11","generated_from_2_4_mask","52"
"creator_male","12","generated_from_2_4_mask","52"
"creator_male","13","generated_from_2_4_mask","52"
"creator_male","14","generated_from_2_4_mask","52"
"creator_male","15","generated_from_2_4_mask","52"
"creator_male","16","generated_from_2_4_mask","52"
"creator_male","17","generated_from_2_4_mask","52"
"creator_male","18","generated_from_2_4_mask","52"
"creator_male","19","generated_from_2_4_mask","52"
"creator_male","20","generated_from_2_4_mask","52"
"creator_male_riding","1","generated_from_2_4_mask","52"
"creator_male_riding","3","generated_from_2_4_mask","52"
"creator_male_riding","5","generated_from_2_4_mask","52"
"creator_male_riding","6","generated_from_2_4_mask","52"
"creator_male_riding","7","generated_from_2_4_mask","52"
"creator_male_riding","8","generated_from_2_4_mask","52"
"creator_male_riding","9","generated_from_2_4_mask","52"
"creator_male_riding","10","generated_from_2_4_mask","52"
"creator_male_riding","11","generated_from_2_4_mask","52"
"creator_male_riding","12","generated_from_2_4_mask","52"
"creator_male_riding","13","generated_from_2_4_mask","52"
"creator_male_riding","14","generated_from_2_4_mask","52"
"creator_male_riding","15","generated_from_2_4_mask","52"
"creator_male_riding","16","generated_from_2_4_mask","52"
"creator_male_riding","17","generated_from_2_4_mask","52"
"creator_male_riding","18","generated_from_2_4_mask","52"
"creator_male_riding","19","generated_from_2_4_mask","52"
"creator_male_riding","20","generated_from_2_4_mask","52"
"crusader_female","1","generated_from_2_4_mask","42"
"crusader_female","3","generated_from_2_4_mask","42"
"crusader_female","5","generated_from_2_4_mask","42"
"crusader_female","6","generated_from_2_4_mask","42"
"crusader_female","7","generated_from_2_4_mask","42"
"crusader_female","8","generated_from_2_4_mask","42"
"crusader_female","9","generated_from_2_4_mask","42"
"crusader_female","10","generated_from_2_4_mask","42"
"crusader_female","11","generated_from_2_4_mask","42"
"crusader_female","12","generated_from_2_4_mask","42"
"crusader_female","13","generated_from_2_4_mask","42"
"crusader_female","14","generated_from_2_4_mask","42"
"crusader_female","15","generated_from_2_4_mask","42"
"crusader_female","16","generated_from_2_4_mask","42"
"crusader_female","17","generated_from_2_4_mask","42"
"crusader_female","18","generated_from_2_4_mask","42"
"crusader_female","19","generated_from_2_4_mask","42"
"crusader_female","20","generated_from_2_4_mask","42"
"crusader_male","1","generated_from_2_4_mask","49"
"crusader_male","3","generated_from_2_4_mask","49"
"crusader_male","5","generated_from_2_4_mask","49"
"crusader_male","6","generated_from_2_4_mask","49"
"crusader_male","7","generated_from_2_4_mask","49"
"crusader_male","8","generated_from_2_4_mask","49"
"crusader_male","9","generated_from_2_4_mask","49"
"crusader_male","10","generated_from_2_4_mask","49"
"crusader_male","11","generated_from_2_4_mask","49"
"crusader_male","12","generated_from_2_4_mask","49"
"crusader_male","13","generated_from_2_4_mask","49"
"crusader_male","14","generated_from_2_4_mask","49"
"crusader_male","15","generated_from_2_4_mask","49"
"crusader_male","16","generated_from_2_4_mask","49"
"crusader_male","17","generated_from_2_4_mask","49"
"crusader_male","18","generated_from_2_4_mask","49"
"crusader_male","19","generated_from_2_4_mask","49"
"crusader_male","20","generated_from_2_4_mask","49"
"dancer_female","1","generated_from_2_4_mask","31"
"dancer_female","3","generated_from_2_4_mask","31"
"dancer_female","5","generated_from_2_4_mask","31"
"dancer_female","6","generated_from_2_4_mask","31"
"dancer_female","7","generated_from_2_4_mask","31"
"dancer_female","8","generated_from_2_4_mask","31"
"dancer_female","9","generated_from_2_4_mask","31"
"dancer_female","10","generated_from_2_4_mask","31"
"dancer_female","11","generated_from_2_4_mask","31"
"dancer_female","12","generated_from_2_4_mask","31"
"dancer_female","13","generated_from_2_4_mask","31"
"dancer_female","14","generated_from_2_4_mask","31"
"dancer_female","15","generated_from_2_4_mask","31"
"dancer_female","16","generated_from_2_4_mask","31"
"dancer_female","17","generated_from_2_4_mask","31"
"dancer_female","18","generated_from_2_4_mask","31"
"dancer_female","19","generated_from_2_4_mask","31"
"dancer_female","20","generated_from_2_4_mask","31"
"dancer_female_riding","1","generated_from_2_4_mask","31"
"dancer_female_riding","3","generated_from_2_4_mask","31"
"dancer_female_riding","5","generated_from_2_4_mask","31"
"dancer_female_riding","6","generated_from_2_4_mask","31"
"dancer_female_riding","7","generated_from_2_4_mask","31"
"dancer_female_riding","8","generated_from_2_4_mask","31"
"dancer_female_riding","9","generated_from_2_4_mask","31"
"dancer_female_riding","10","generated_from_2_4_mask","31"
"dancer_female_riding","11","generated_from_2_4_mask","31"
"dancer_female_riding","12","generated_from_2_4_mask","31"
"dancer_female_riding","13","generated_from_2_4_mask","31"
"dancer_female_riding","14","generated_from_2_4_mask","31"
"dancer_female_riding","15","generated_from_2_4_mask","31"
"dancer_female_riding","16","generated_from_2_4_mask","31"
"dancer_female_riding","17","generated_from_2_4_mask","31"
"dancer_female_riding","18","generated_from_2_4_mask","31"
"dancer_female_riding","19","generated_from_2_4_mask","31"
"dancer_female_riding","20","generated_from_2_4_mask","31"
"dancer_male","1","generated_from_2_4_mask","47"
"dancer_male","3","generated_from_2_4_mask","47"
"dancer_male","5","generated_from_2_4_mask","47"
"dancer_male","6","generated_from_2_4_mask","47"
"dancer_male","7","generated_from_2_4_mask","47"
"dancer_male","8","generated_from_2_4_mask","47"
"dancer_male","9","generated_from_2_4_mask","47"
"dancer_male","10","generated_from_2_4_mask","47"
"dancer_male","11","generated_from_2_4_mask","47"
"dancer_male","12","generated_from_2_4_mask","47"
"dancer_male","13","generated_from_2_4_mask","47"
"dancer_male","14","generated_from_2_4_mask","47"
"dancer_male","15","generated_from_2_4_mask","47"
"dancer_male","16","generated_from_2_4_mask","47"
"dancer_male","17","generated_from_2_4_mask","47"
"dancer_male","18","generated_from_2_4_mask","47"
"dancer_male","19","generated_from_2_4_mask","47"
"dancer_male","20","generated_from_2_4_mask","47"
"dog_rogue_female","1","generated_from_2_4_mask","33"
"dog_rogue_female","3","generated_from_2_4_mask","33"
"dog_rogue_female","5","generated_from_2_4_mask","33"
"dog_rogue_female","6","generated_from_2_4_mask","33"
"dog_rogue_female","7","generated_from_2_4_mask","33"
"dog_rogue_female","8","generated_from_2_4_mask","33"
"dog_rogue_female","9","generated_from_2_4_mask","33"
"dog_rogue_female","10","generated_from_2_4_mask","33"
"dog_rogue_female","11","generated_from_2_4_mask","33"
"dog_rogue_female","12","generated_from_2_4_mask","33"
"dog_rogue_female","13","generated_from_2_4_mask","33"
"dog_rogue_female","14","generated_from_2_4_mask","33"
"dog_rogue_female","15","generated_from_2_4_mask","33"
"dog_rogue_female","16","generated_from_2_4_mask","33"
"dog_rogue_female","17","generated_from_2_4_mask","33"
"dog_rogue_female","18","generated_from_2_4_mask","33"
"dog_rogue_female","19","generated_from_2_4_mask","33"
"dog_rogue_female","20","generated_from_2_4_mask","33"
"dog_rogue_male","1","generated_from_2_4_mask","33"
"dog_rogue_male","3","generated_from_2_4_mask","33"
"dog_rogue_male","5","generated_from_2_4_mask","33"
"dog_rogue_male","6","generated_from_2_4_mask","33"
"dog_rogue_male","7","generated_from_2_4_mask","33"
"dog_rogue_male","8","generated_from_2_4_mask","33"
"dog_rogue_male","9","generated_from_2_4_mask","33"
"dog_rogue_male","10","generated_from_2_4_mask","33"
"dog_rogue_male","11","generated_from_2_4_mask","33"
"dog_rogue_male","12","generated_from_2_4_mask","33"
"dog_rogue_male","13","generated_from_2_4_mask","33"
"dog_rogue_male","14","generated_from_2_4_mask","33"
"dog_rogue_male","15","generated_from_2_4_mask","33"
"dog_rogue_male","16","generated_from_2_4_mask","33"
"dog_rogue_male","17","generated_from_2_4_mask","33"
"dog_rogue_male","18","generated_from_2_4_mask","33"
"dog_rogue_male","19","generated_from_2_4_mask","33"
"dog_rogue_male","20","generated_from_2_4_mask","33"
"dog_stalker_female","1","generated_from_2_4_mask","39"
"dog_stalker_female","3","generated_from_2_4_mask","39"
"dog_stalker_female","5","generated_from_2_4_mask","39"
"dog_stalker_female","6","generated_from_2_4_mask","39"
"dog_stalker_female","7","generated_from_2_4_mask","39"
"dog_stalker_female","8","generated_from_2_4_mask","39"
"dog_stalker_female","9","generated_from_2_4_mask","39"
"dog_stalker_female","10","generated_from_2_4_mask","39"
"dog_stalker_female","11","generated_from_2_4_mask","39"
"dog_stalker_female","12","generated_from_2_4_mask","39"
"dog_stalker_female","13","generated_from_2_4_mask","39"
"dog_stalker_female","14","generated_from_2_4_mask","39"
"dog_stalker_female","15","generated_from_2_4_mask","39"
"dog_stalker_female","16","generated_from_2_4_mask","39"
"dog_stalker_female","17","generated_from_2_4_mask","39"
"dog_stalker_female","18","generated_from_2_4_mask","39"
"dog_stalker_female","19","generated_from_2_4_mask","39"
"dog_stalker_female","20","generated_from_2_4_mask","39"
"dog_stalker_male","1","generated_from_2_4_mask","41"
"dog_stalker_male","3","generated_from_2_4_mask","41"
"dog_stalker_male","5","generated_from_2_4_mask","41"
"dog_stalker_male","6","generated_from_2_4_mask","41"
"dog_stalker_male","7","generated_from_2_4_mask","41"
"dog_stalker_male","8","generated_from_2_4_mask","41"
"dog_stalker_male","9","generated_from_2_4_mask","41"
"dog_stalker_male","10","generated_from_2_4_mask","41"
"dog_stalker_male","11","generated_from_2_4_mask","41"
"dog_stalker_male","12","generated_from_2_4_mask","41"
"dog_stalker_male","13","generated_from_2_4_mask","41"
"dog_stalker_male","14","generated_from_2_4_mask","41"
"dog_stalker_male","15","generated_from_2_4_mask","41"
"dog_stalker_male","16","generated_from_2_4_mask","41"
"dog_stalker_male","17","generated_from_2_4_mask","41"
"dog_stalker_male","18","generated_from_2_4_mask","41"
"dog_stalker_male","19","generated_from_2_4_mask","41"
"dog_stalker_male","20","generated_from_2_4_mask","41"
"dog_thief_female","1","generated_from_2_4_mask","25"
"dog_thief_female","3","generated_from_2_4_mask","25"
"dog_thief_female","5","generated_from_2_4_mask","25"
"dog_thief_female","6","generated_from_2_4_mask","25"
"dog_thief_female","7","generated_from_2_4_mask","25"
"dog_thief_female","8","generated_from_2_4_mask","25"
"dog_thief_female","9","generated_from_2_4_mask","25"
"dog_thief_female","10","generated_from_2_4_mask","25"
"dog_thief_female","11","generated_from_2_4_mask","25"
"dog_thief_female","12","generated_from_2_4_mask","25"
"dog_thief_female","13","generated_from_2_4_mask","25"
"dog_thief_female","14","generated_from_2_4_mask","25"
"dog_thief_female","15","generated_from_2_4_mask","25"
"dog_thief_female","16","generated_from_2_4_mask","25"
"dog_thief_female","17","generated_from_2_4_mask","25"
"dog_thief_female","18","generated_from_2_4_mask","25"
"dog_thief_female","19","generated_from_2_4_mask","25"
"dog_thief_female","20","generated_from_2_4_mask","25"
"dog_thief_male","1","generated_from_2_4_mask","19"
"dog_thief_male","3","generated_from_2_4_mask","19"
"dog_thief_male","5","generated_from_2_4_mask","19"
"dog_thief_male","6","generated_from_2_4_mask","19"
"dog_thief_male","7","generated_from_2_4_mask","19"
"dog_thief_male","8","generated_from_2_4_mask","19"
"dog_thief_male","9","generated_from_2_4_mask","19"
"dog_thief_male","10","generated_from_2_4_mask","19"
"dog_thief_male","11","generated_from_2_4_mask","19"
"dog_thief_male","12","generated_from_2_4_mask","19"
"dog_thief_male","13","generated_from_2_4_mask","19"
"dog_thief_male","14","generated_from_2_4_mask","19"
"dog_thief_male","15","generated_from_2_4_mask","19"
"dog_thief_male","16","generated_from_2_4_mask","19"
"dog_thief_male","17","generated_from_2_4_mask","19"
"dog_thief_male","18","generated_from_2_4_mask","19"
"dog_thief_male","19","generated_from_2_4_mask","19"
"dog_thief_male","20","generated_from_2_4_mask","19"
"high_priest_female","1","generated_from_2_4_mask","26"
"high_priest_female","3","generated_from_2_4_mask","26"
"high_priest_female","5","generated_from_2_4_mask","26"
"high_priest_female","6","generated_from_2_4_mask","26"
"high_priest_female","7","generated_from_2_4_mask","26"
"high_priest_female","8","generated_from_2_4_mask","26"
"high_priest_female","9","generated_from_2_4_mask","26"
"high_priest_female","10","generated_from_2_4_mask","26"
"high_priest_female","11","generated_from_2_4_mask","26"
"high_priest_female","12","generated_from_2_4_mask","26"
"high_priest_female","13","generated_from_2_4_mask","26"
"high_priest_female","14","generated_from_2_4_mask","26"
"high_priest_female","15","generated_from_2_4_mask","26"
"high_priest_female","16","generated_from_2_4_mask","26"
"high_priest_female","17","generated_from_2_4_mask","26"
"high_priest_female","18","generated_from_2_4_mask","26"
"high_priest_female","19","generated_from_2_4_mask","26"
"high_priest_female","20","generated_from_2_4_mask","26"
"high_priest_female_riding","1","generated_from_2_4_mask","26"
"high_priest_female_riding","3","generated_from_2_4_mask","26"
"high_priest_female_riding","5","generated_from_2_4_mask","26"
"high_priest_female_riding","6","generated_from_2_4_mask","26"
"high_priest_female_riding","7","generated_from_2_4_mask","26"
"high_priest_female_riding","8","generated_from_2_4_mask","26"
"high_priest_female_riding","9","generated_from_2_4_mask","26"
"high_priest_female_riding","10","generated_from_2_4_mask","26"
"high_priest_female_riding","11","generated_from_2_4_mask","26"
"high_priest_female_riding","12","generated_from_2_4_mask","26"
"high_priest_female_riding","13","generated_from_2_4_mask","26"
"high_priest_female_riding","14","generated_from_2_4_mask","26"
"high_priest_female_riding","15","generated_from_2_4_mask","26"
"high_priest_female_riding","16","generated_from_2_4_mask","26"
"high_priest_female_riding","17","generated_from_2_4_mask","26"
"high_priest_female_riding","18","generated_from_2_4_mask","26"
"high_priest_female_riding","19","generated_from_2_4_mask","26"
"high_priest_female_riding","20","generated_from_2_4_mask","26"
"high_priest_male","1","generated_from_2_4_mask","24"
"high_priest_male","3","generated_from_2_4_mask","24"
"high_priest_male","5","generated_from_2_4_mask","24"
"high_priest_male","6","generated_from_2_4_mask","24"
"high_priest_male","7","generated_from_2_4_mask","24"
"high_priest_male","8","generated_from_2_4_mask","24"
"high_priest_male","9","generated_from_2_4_mask","24"
"high_priest_male","10","generated_from_2_4_mask","24"
"high_priest_male","11","generated_from_2_4_mask","24"
"high_priest_male","12","generated_from_2_4_mask","24"
"high_priest_male","13","generated_from_2_4_mask","24"
"high_priest_male","14","generated_from_2_4_mask","24"
"high_priest_male","15","generated_from_2_4_mask","24"
"high_priest_male","16","generated_from_2_4_mask","24"
"high_priest_male","17","generated_from_2_4_mask","24"
"high_priest_male","18","generated_from_2_4_mask","24"
"high_priest_male","19","generated_from_2_4_mask","24"
"high_priest_male","20","generated_from_2_4_mask","24"
"high_priest_male_riding","1","generated_from_2_4_mask","24"
"high_priest_male_riding","3","generated_from_2_4_mask","24"
"high_priest_male_riding","5","generated_from_2_4_mask","24"
"high_priest_male_riding","6","generated_from_2_4_mask","24"
"high_priest_male_riding","7","generated_from_2_4_mask","24"
"high_priest_male_riding","8","generated_from_2_4_mask","24"
"high_priest_male_riding","9","generated_from_2_4_mask","24"
"high_priest_male_riding","10","generated_from_2_4_mask","24"
"high_priest_male_riding","11","generated_from_2_4_mask","24"
"high_priest_male_riding","12","generated_from_2_4_mask","24"
"high_priest_male_riding","13","generated_from_2_4_mask","24"
"high_priest_male_riding","14","generated_from_2_4_mask","24"
"high_priest_male_riding","15","generated_from_2_4_mask","24"
"high_priest_male_riding","16","generated_from_2_4_mask","24"
