"Base","Style","Variant","ChangedEntries","ShirtEntries","ShortEntries","Mode"
"merchant_male","11","white_wine","91","40","51","shirt_short_only_from_style1"
"merchant_male","12","gray_black","91","40","51","shirt_short_only_from_style1"
"merchant_male","13","ivory_brown","91","40","51","shirt_short_only_from_style1"
"merchant_male","14","white_cyan","91","40","51","shirt_short_only_from_style1"
"merchant_male","15","white_fire","91","40","51","shirt_short_only_from_style1"
"merchant_male","16","white_peri","91","40","51","shirt_short_only_from_style1"
"merchant_male","17","white_lime","91","40","51","shirt_short_only_from_style1"
"merchant_male","18","white_violet","91","40","51","shirt_short_only_from_style1"
"merchant_male","19","white_rose","91","40","51","shirt_short_only_from_style1"
"merchant_male","20","mint_teal","91","40","51","shirt_short_only_from_style1"
"merchant_female_riding","2","white_green","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","3","white_blue","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","4","white_red","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","5","cream_orange","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","6","cream_gold","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","7","white_purple","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","8","white_pink","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","9","white_leaf","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","10","white_navy","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","11","white_wine","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","12","gray_black","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","13","ivory_brown","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","14","white_cyan","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","15","white_fire","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","16","white_peri","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","17","white_lime","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","18","white_violet","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","19","white_rose","94","55","39","shirt_short_only_from_style1"
"merchant_female_riding","20","mint_teal","94","55","39","shirt_short_only_from_style1"
"merchant_male_riding","2","white_green","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","3","white_blue","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","4","white_red","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","5","cream_orange","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","6","cream_gold","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","7","white_purple","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","8","white_pink","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","9","white_leaf","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","10","white_navy","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","11","white_wine","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","12","gray_black","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","13","ivory_brown","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","14","white_cyan","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","15","white_fire","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","16","white_peri","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","17","white_lime","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","18","white_violet","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","19","white_rose","91","40","51","shirt_short_only_from_style1"
"merchant_male_riding","20","mint_teal","91","40","51","shirt_short_only_from_style1"
"»óÀÎ_¿©","2","white_green","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","3","white_blue","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","4","white_red","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","5","cream_orange","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","6","cream_gold","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","7","white_purple","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","8","white_pink","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","9","white_leaf","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","10","white_navy","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","11","white_wine","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","12","gray_black","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","13","ivory_brown","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","14","white_cyan","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","15","white_fire","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","16","white_peri","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","17","white_lime","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","18","white_violet","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","19","white_rose","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_¿©","20","mint_teal","72","32","40","shirt_short_only_from_style1"
"»óÀÎ_³²","2","white_green","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","3","white_blue","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","4","white_red","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","5","cream_orange","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","6","cream_gold","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","7","white_purple","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","8","white_pink","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","9","white_leaf","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","10","white_navy","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","11","white_wine","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","12","gray_black","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","13","ivory_brown","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","14","white_cyan","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","15","white_fire","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","16","white_peri","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","17","white_lime","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","18","white_violet","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","19","white_rose","69","30","39","shirt_short_only_from_style1"
"»óÀÎ_³²","20","mint_teal","69","30","39","shirt_short_only_from_style1"
